Group	Gene 1	Gene 2	Ks
1912	042990.1	099760.1	0.0489
1912	042990.1	071620.1	0.6342
1912	099760.1	071620.1	0.5989
1913	043000.1	292630.1	0.3004
1913	043000.1	136970.1	0.6455
1913	043000.1	221420.1	4.0083
1913	292630.1	136970.1	0.6230
1913	292630.1	221420.1	4.2655
1913	136970.1	221420.1	4.2488
1914	043040.1	190240.1	0.3166
1914	043040.1	129480.1	1.4625
1914	043040.1	103960.1	1.0967
1914	190240.1	129480.1	1.0552
1914	190240.1	103960.1	2.5295
1914	129480.1	103960.1	0.3780
1915	043130.1	306520.1	0.2917
1915	043130.1	324600.1	0.0466
1915	043130.1	375550.1	0.1610
1915	306520.1	324600.1	0.2949
1915	306520.1	375550.1	0.2681
1915	324600.1	375550.1	0.0294
1916	043140.1	120700.1	0.1599
1917	043170.1	219680.1	0.5396
1917	043170.1	237360.2	0.9984
1917	043170.1	010800.1	1.9456
1917	043170.1	038610.2	1.8511
1917	219680.1	237360.2	0.8511
1917	219680.1	010800.1	1.8621
1917	219680.1	038610.2	1.8607
1917	237360.2	010800.1	1.7655
1917	237360.2	038610.2	1.7165
1917	010800.1	038610.2	0.1913
1918	043200.1	219800.1	0.3113
1919	043240.1	325710.1	0.6497
1919	043240.1	190040.1	0.5981
1919	325710.1	190040.1	0.2070
192	004180.1	298550.1	0.7565
1920	043260.1	262080.1	0.5581
1920	043260.1	062800.1	-0.0000
1920	043260.1	067040.1	-0.0000
1920	043260.1	075720.1	-0.0000
1920	043260.1	181000.1	-0.0000
1920	043260.1	232460.1	-0.0000
1920	043260.1	322380.1	-0.0000
1920	262080.1	062800.1	0.5581
1920	262080.1	067040.1	0.5581
1920	262080.1	075720.1	0.5581
1920	262080.1	181000.1	0.5581
1920	262080.1	232460.1	0.5581
1920	262080.1	322380.1	0.5581
1920	062800.1	067040.1	-0.0000
1920	062800.1	075720.1	-0.0000
1920	062800.1	181000.1	-0.0000
1920	062800.1	232460.1	-0.0000
1920	062800.1	322380.1	-0.0000
1920	067040.1	075720.1	-0.0000
1920	067040.1	181000.1	-0.0000
1920	067040.1	232460.1	-0.0000
1920	067040.1	322380.1	-0.0000
1920	075720.1	181000.1	-0.0000
1920	075720.1	232460.1	-0.0000
1920	075720.1	322380.1	-0.0000
1920	181000.1	232460.1	-0.0000
1920	181000.1	322380.1	-0.0000
1920	232460.1	322380.1	-0.0000
1921	043290.1	085590.1	1.9766
1921	043290.1	380000.1	1.4158
1921	043290.1	022930.1	3.3329
1921	043290.1	339420.1	1.3411
1921	043290.1	063280.1	2.2929
1921	043290.1	264920.1	0.3167
1921	085590.1	380000.1	1.6209
1921	085590.1	022930.1	1.0430
1921	085590.1	339420.1	1.8732
1921	085590.1	063280.1	1.8538
1921	085590.1	264920.1	1.5674
1921	380000.1	022930.1	0.2423
1921	380000.1	339420.1	0.1256
1921	380000.1	063280.1	0.7590
1921	380000.1	264920.1	2.1474
1921	022930.1	339420.1	0.1057
1921	022930.1	063280.1	0.7338
1921	022930.1	264920.1	1.3503
1921	339420.1	063280.1	0.7374
1921	339420.1	264920.1	2.2023
1921	063280.1	264920.1	2.5829
1922	043300.1	275620.1	0.2163
1923	043320.1	275640.2	0.1582
1924	043350.1	129970.1	0.5044
1925	043420.1	388060.2	0.2425
1926	043440.1	068130.2	0.2168
1927	043460.1	084300.1	0.1159
1927	043460.1	178130.1	0.2286
1927	043460.1	293700.1	0.0113
1927	043460.1	392860.1	0.0846
1927	084300.1	178130.1	0.3475
1927	084300.1	293700.1	0.1288
1927	084300.1	392860.1	0.2354
1927	178130.1	293700.1	0.2181
1927	178130.1	392860.1	0.2498
1927	293700.1	392860.1	0.0657
1928	043480.1	068100.1	0.2869
1929	043490.3	206100.1	0.6236
1929	043490.3	068090.1	0.2309
1929	206100.1	068090.1	0.6207
193	004190.1	386400.2	0.5195
1930	043510.1	068060.2	0.2232
1931	043530.1	142200.1	0.3768
1932	043550.2	389360.1	0.4868
1932	043550.2	389340.1	0.5143
1932	043550.2	389350.1	0.5087
1932	389360.1	389340.1	0.6086
1932	389360.1	389350.1	0.5667
1932	389340.1	389350.1	0.3572
1933	043560.1	340000.1	0.2464
1934	043600.1	306100.1	0.5711
1934	043600.1	360400.1	0.6262
1934	043600.1	255150.1	0.2185
1934	043600.1	360380.1	0.6661
1934	306100.1	360400.1	0.0520
1934	306100.1	255150.1	0.7511
1934	306100.1	360380.1	0.0104
1934	360400.1	255150.1	0.6059
1934	360400.1	360380.1	0.0368
1934	255150.1	360380.1	0.5864
1935	043630.1	134540.1	0.5262
1935	043630.1	273160.1	0.4943
1935	134540.1	273160.1	0.3217
1936	043640.1	312830.1	0.4536
1936	043640.1	140590.1	0.2171
1936	312830.1	140590.1	0.4428
1937	043650.1	131120.1	0.6013
1937	043650.1	140570.1	0.1857
1937	131120.1	140570.1	0.6202
1938	043660.1	345150.1	0.1426
1939	043690.2	373050.1	0.1888
194	004200.1	319320.1	0.1902
1940	043750.1	225160.1	0.1070
1941	043760.1	280230.1	0.2506
1942	043840.1	230970.1	0.3201
1943	043850.1	167280.1	0.5407
1944	043880.1	384870.1	0.2334
1944	043880.1	118970.1	0.7063
1944	043880.1	043890.1	1.0957
1944	043880.1	287380.2	0.9402
1944	384870.1	118970.1	0.8354
1944	384870.1	043890.1	0.9156
1944	384870.1	287380.2	0.8931
1944	118970.1	043890.1	1.3829
1944	118970.1	287380.2	1.1492
1944	043890.1	287380.2	0.2981
1946	043920.1	241490.1	0.3357
1947	043930.1	267860.1	0.3868
1947	043930.1	105330.1	2.2569
1947	267860.1	105330.1	1.3145
1948	043940.1	157820.1	0.2653
1949	043950.1	047530.1	0.7181
1949	043950.1	220990.1	0.8319
1949	047530.1	220990.1	0.4796
195	004220.1	163070.1	0.3545
195	004220.1	272370.1	0.4568
195	163070.1	272370.1	0.0112
1950	043960.1	314560.1	0.6008
1950	043960.1	267830.1	0.1979
1950	314560.1	267830.1	0.6593
1951	044000.1	352310.1	0.2341
1952	044020.1	259340.1	0.7153
1952	044020.1	243580.1	0.1836
1952	259340.1	243580.1	0.6592
1953	044050.2	085360.1	0.1869
1954	044060.1	129340.1	0.1004
1954	044060.1	129350.1	0.2507
1954	044060.1	177560.1	0.3357
1954	044060.1	085370.1	0.2757
1954	129340.1	129350.1	0.2696
1954	129340.1	177560.1	0.3787
1954	129340.1	085370.1	0.3034
1954	129350.1	177560.1	0.3220
1954	129350.1	085370.1	0.2853
1954	177560.1	085370.1	0.3148
1956	044110.1	272180.1	0.1785
1956	044110.1	360750.1	0.1780
1956	272180.1	360750.1	0.0139
1957	044150.1	158770.1	0.1905
1958	044160.2	158780.1	0.2361
1959	044170.1	310580.1	0.7183
1959	044170.1	257930.1	0.7746
1959	310580.1	257930.1	0.1856
196	004240.1	292120.1	0.2458
196	004240.1	052120.1	0.9167
196	292120.1	052120.1	0.9321
1960	044180.3	167800.1	0.2219
1961	044220.1	304440.1	0.0449
1961	044220.1	318640.1	0.3090
1961	044220.1	167810.1	0.4047
1961	304440.1	318640.1	0.3443
1961	304440.1	167810.1	0.4043
1961	318640.1	167810.1	0.2709
1962	044230.1	341930.1	1.0340
1963	044260.1	176510.2	0.2587
1964	044270.1	176520.1	0.3037
1965	044300.1	337630.1	0.6723
1965	044300.1	202360.1	0.8930
1965	337630.1	202360.1	0.2293
1966	044400.1	214270.1	0.4408
1967	044420.1	332070.1	0.9378
1967	044420.1	116020.1	1.1523
1967	044420.1	269690.1	1.1336
1967	044420.1	235330.1	1.2785
1967	044420.1	299650.1	1.1096
1967	044420.1	332090.1	1.3833
1967	044420.1	353520.1	0.9929
1967	044420.1	332080.1	1.1742
1967	044420.1	044430.1	0.0946
1967	044420.1	044440.1	0.0994
1967	332070.1	116020.1	0.1704
1967	332070.1	269690.1	0.5179
1967	332070.1	235330.1	0.3765
1967	332070.1	299650.1	0.2026
1967	332070.1	332090.1	0.2255
1967	332070.1	353520.1	0.0509
1967	332070.1	332080.1	0.1727
1967	332070.1	044430.1	0.8944
1967	332070.1	044440.1	0.8307
1967	116020.1	269690.1	0.5260
1967	116020.1	235330.1	0.4053
1967	116020.1	299650.1	0.1835
1967	116020.1	332090.1	0.2549
1967	116020.1	353520.1	0.1267
1967	116020.1	332080.1	0.1900
1967	116020.1	044430.1	1.1853
1967	116020.1	044440.1	1.0263
1967	269690.1	235330.1	0.7892
1967	269690.1	299650.1	0.5326
1967	269690.1	332090.1	0.5440
1967	269690.1	353520.1	0.4359
1967	269690.1	332080.1	0.5813
1967	269690.1	044430.1	1.1005
1967	269690.1	044440.1	1.0084
1967	235330.1	299650.1	0.2531
1967	235330.1	332090.1	0.3324
1967	235330.1	353520.1	0.2865
1967	235330.1	332080.1	0.4304
1967	235330.1	044430.1	1.7357
1967	235330.1	044440.1	1.6964
1967	299650.1	332090.1	0.2724
1967	299650.1	353520.1	0.1257
1967	299650.1	332080.1	0.2379
1967	299650.1	044430.1	0.9807
1967	299650.1	044440.1	0.9241
1967	332090.1	353520.1	0.1995
1967	332090.1	332080.1	0.3014
1967	332090.1	044430.1	1.1418
1967	332090.1	044440.1	1.0725
1967	353520.1	332080.1	0.1131
1967	353520.1	044430.1	0.9280
1967	353520.1	044440.1	0.8773
1967	332080.1	044430.1	1.1408
1967	332080.1	044440.1	1.0276
1967	044430.1	044440.1	0.0816
1968	044480.1	092660.1	0.2452
1969	044500.1	092680.1	0.3351
1969	044500.1	182330.1	0.7689
1969	044500.1	252500.1	0.8166
1969	044500.1	092670.1	0.2866
1969	092680.1	182330.1	0.6633
1969	092680.1	252500.1	0.7798
1969	092680.1	092670.1	2.9659
1969	182330.1	252500.1	0.2048
1969	182330.1	092670.1	0.9589
1969	252500.1	092670.1	0.7869
197	004270.1	091970.1	0.0630
1970	044510.1	092700.1	0.2179
1971	044520.1	092720.1	0.2519
1972	044530.1	211600.1	0.6742
1972	044530.1	192690.2	0.5378
1972	211600.1	192690.2	0.2671
1973	044540.2	063840.1	0.1415
1974	044550.1	291520.1	0.3395
1974	044550.1	063850.1	0.3395
1974	291520.1	063850.1	-0.0000
1975	044560.1	063860.1	0.2503
1975	044560.1	270040.1	0.8508
1975	044560.1	285960.1	0.8516
1975	063860.1	270040.1	0.5827
1975	063860.1	285960.1	0.6092
1975	270040.1	285960.1	0.2362
1976	044610.2	052250.2	0.2718
1977	044620.1	044640.1	0.3815
1977	044620.1	052270.1	0.4784
1977	044620.1	044630.1	0.3084
1977	044640.1	052270.1	0.4593
1977	044640.1	044630.1	0.3697
1977	052270.1	044630.1	0.4482
1978	044650.1	052280.2	0.3894
1979	044660.1	192170.1	0.1062
198	004280.1	388200.1	0.1968
198	004280.1	299900.1	0.6320
198	388200.1	299900.1	0.7144
1980	044670.1	050730.1	0.9426
1981	044680.1	123350.1	0.3098
1981	044680.1	058320.1	0.7398
1981	044680.1	252600.1	1.9259
1981	044680.1	207380.1	2.7509
1981	044680.1	276820.1	2.4987
1981	123350.1	058320.1	0.8048
1981	123350.1	252600.1	2.8694
1981	123350.1	207380.1	2.8573
1981	123350.1	276820.1	2.8227
1981	058320.1	252600.1	1.6357
1981	058320.1	207380.1	1.8417
1981	058320.1	276820.1	1.9233
1981	252600.1	207380.1	2.3234
1981	252600.1	276820.1	1.7643
1981	207380.1	276820.1	0.9068
1982	044690.1	123370.1	0.3081
1983	044700.1	292310.1	0.6771
1984	044710.1	123380.1	0.2610
1985	044780.1	347070.1	0.1045
1986	044790.1	347060.1	0.1814
1987	044810.1	311310.1	0.5748
1987	044810.1	170750.3	0.5599
1987	044810.1	090900.1	0.7402
1987	044810.1	148320.1	0.1988
1987	311310.1	170750.3	0.1677
1987	311310.1	090900.1	0.6432
1987	311310.1	148320.1	0.5572
1987	170750.3	090900.1	0.6880
1987	170750.3	148320.1	0.5530
1987	090900.1	148320.1	0.6888
1988	044840.1	148340.1	0.2004
1988	044840.1	293140.1	0.4833
1988	044840.1	103190.1	0.5203
1988	148340.1	293140.1	0.4757
1988	148340.1	103190.1	0.4914
1988	293140.1	103190.1	0.1405
1989	044850.1	114640.1	4.5369
1989	044850.1	326180.1	4.5388
1989	044850.1	215910.1	4.5123
1989	044850.1	321670.1	4.5057
1989	114640.1	326180.1	0.2551
1989	114640.1	215910.1	0.5882
1989	114640.1	321670.1	0.5869
1989	326180.1	215910.1	0.6064
1989	326180.1	321670.1	0.6461
1989	215910.1	321670.1	0.1847
199	004290.1	082300.1	0.8315
199	004290.1	388190.1	0.3264
199	082300.1	388190.1	0.9709
1990	044860.1	148350.1	0.2503
1991	044890.1	252400.1	0.2188
1992	044900.1	179530.1	0.4936
1993	044940.1	195210.2	0.1860
1993	044940.1	255460.1	0.8309
1993	044940.1	213340.1	2.4783
1993	044940.1	318390.1	1.0661
1993	195210.2	255460.1	0.7378
1993	195210.2	213340.1	0.6865
1993	195210.2	318390.1	1.0334
1993	255460.1	213340.1	0.1978
1993	255460.1	318390.1	0.2986
1993	213340.1	318390.1	3.1287
1994	044950.2	213350.2	0.8106
1994	044950.2	255470.1	0.7518
1994	213350.2	255470.1	0.2194
1995	044970.1	213410.1	1.4233
1995	044970.1	192220.1	0.2955
1995	213410.1	192220.1	1.5342
1996	044980.2	192200.1	0.1890
1997	045020.1	334160.1	0.3420
1997	045020.1	048330.1	1.2564
1997	045020.1	375810.1	1.0973
1997	334160.1	048330.1	0.6822
1997	334160.1	375810.1	0.6177
1997	048330.1	375810.1	0.1626
1998	045050.1	255050.1	0.5354
1998	045050.1	065060.1	1.1428
1998	045050.1	323670.1	0.4601
1998	255050.1	065060.1	0.0697
1998	255050.1	323670.1	0.4232
1998	065060.1	323670.1	0.4742
1999	045130.1	264910.1	0.2010
2	000010.1	113100.1	0.2920
20	000370.1	120420.1	0.1818
20	000370.1	157300.1	0.5002
20	000370.1	228530.1	0.6121
20	120420.1	157300.1	0.5012
20	120420.1	228530.1	0.5963
20	157300.1	228530.1	0.7083
200	004300.1	388180.1	0.2928
2000	045160.1	168480.1	0.1800
2001	045170.2	146400.1	0.2934
2002	045180.1	146380.1	0.2050
2003	045220.1	069240.1	0.8431
2003	045220.1	239840.1	1.0543
2003	045220.1	239590.1	3.6696
2003	069240.1	239840.1	0.3190
2003	069240.1	239590.1	3.5650
2003	239840.1	239590.1	3.5175
2004	045240.1	076640.1	0.2607
2005	045290.1	351460.1	0.3278
2005	045290.1	351450.1	0.4296
2005	351460.1	351450.1	0.2573
2006	045300.1	194990.2	1.0365
2006	045300.1	303920.1	0.8788
2006	045300.1	255040.1	0.8675
2006	194990.2	303920.1	0.2382
2006	194990.2	255040.1	0.7974
2006	303920.1	255040.1	0.7065
2007	045310.1	213190.1	0.8485
2007	045310.1	322150.1	0.9623
2007	045310.1	302040.1	0.1900
2007	213190.1	322150.1	0.2474
2007	213190.1	302040.1	1.1244
2007	322150.1	302040.1	1.1483
2008	045320.1	302050.1	0.2440
2008	045320.1	367880.2	0.9807
2008	302050.1	367880.2	0.9269
2009	045330.1	129220.1	0.2690
2009	045330.1	346920.1	0.7384
2009	045330.1	284410.1	0.7030
2009	129220.1	346920.1	0.8854
2009	129220.1	284410.1	0.7756
2009	346920.1	284410.1	0.2420
201	004310.1	393170.1	0.1877
2011	045380.1	101980.1	0.2943
2012	045420.2	093150.1	0.2291
2013	045470.1	093190.1	0.3501
2014	045490.1	311960.1	0.7271
2014	045490.1	311970.1	0.7481
2014	311960.1	311970.1	0.7371
2016	045510.1	171360.1	0.3814
2017	045530.1	246680.1	-0.0000
2018	045550.1	401110.1	-0.0000
2018	045550.1	243080.1	-0.0000
2018	401110.1	243080.1	-0.0000
2019	045640.1	224780.1	0.8122
202	004330.1	283380.2	0.0813
2020	045670.1	129090.1	0.5903
2021	045680.1	286580.1	0.3087
2021	045680.1	129080.1	0.8002
2021	286580.1	129080.1	0.7907
2022	045700.2	286570.2	0.1528
2022	045700.2	129070.1	0.5158
2022	045700.2	139490.1	2.1246
2022	286570.2	129070.1	0.5511
2022	286570.2	139490.1	1.8879
2022	129070.1	139490.1	1.7752
2023	045710.1	260220.1	0.2947
2023	045710.1	301770.1	0.1345
2023	260220.1	301770.1	0.2329
2024	045760.1	218540.1	0.6229
2024	045760.1	271740.1	0.6161
2024	045760.1	096570.1	0.6529
2024	218540.1	271740.1	0.2062
2024	218540.1	096570.1	0.5545
2024	271740.1	096570.1	0.5573
2025	045880.1	284110.1	0.1455
2025	045880.1	059610.1	0.2556
2025	045880.1	368750.1	0.5817
2025	284110.1	059610.1	0.1677
2025	284110.1	368750.1	0.2839
2025	059610.1	368750.1	0.1898
2026	045900.1	182680.1	0.3162
2027	045930.1	381400.1	0.4031
2028	045960.1	247670.1	0.2002
2029	046010.1	247620.1	0.2497
2029	046010.1	178300.1	0.5765
2029	046010.1	077860.1	0.6598
2029	046010.1	321900.1	0.8526
2029	247620.1	178300.1	0.6175
2029	247620.1	077860.1	0.5611
2029	247620.1	321900.1	0.8311
2029	178300.1	077860.1	0.2300
2029	178300.1	321900.1	0.6547
2029	077860.1	321900.1	0.7321
203	004340.1	393160.1	0.2266
2032	046070.1	046080.2	0.0808
2033	046090.1	171530.1	-0.0000
2033	046090.1	234050.1	0.8119
2033	046090.1	046060.1	0.7199
2033	171530.1	234050.1	0.7330
2033	171530.1	046060.1	0.7199
2033	234050.1	046060.1	0.0087
2034	046100.1	300200.1	0.1895
2035	046130.1	317650.1	0.3419
2036	046170.1	132110.1	0.2225
2037	046200.1	153330.1	0.3852
2038	046210.1	308430.1	1.7336
2038	046210.1	105930.1	1.1169
2038	308430.1	105930.1	0.1935
2039	046220.1	278660.1	0.1341
204	004370.1	393150.2	0.2002
204	004370.1	142080.1	0.5416
204	004370.1	159150.1	0.5616
204	393150.2	142080.1	0.6343
204	393150.2	159150.1	0.5950
204	142080.1	159150.1	0.4914
2040	046250.1	304470.1	0.2980
2041	046300.1	262360.1	0.4833
2042	046310.1	063750.1	0.2118
2043	046330.1	385800.1	0.0999
2044	046360.1	148120.1	0.4745
2044	046360.1	125990.3	0.5531
2044	148120.1	125990.3	0.5329
2045	046380.3	126020.1	0.2135
2045	046380.3	126010.1	0.3014
2045	126020.1	126010.1	0.3183
2046	046410.1	249180.1	0.2479
2046	046410.1	286340.2	0.7075
2046	249180.1	286340.2	0.6958
2047	046560.1	261290.1	0.0942
2047	046560.1	165840.1	0.1387
2047	046560.1	175610.1	0.1358
2047	261290.1	165840.1	0.1226
2047	261290.1	175610.1	0.1539
2047	165840.1	175610.1	0.1137
2048	046590.3	197370.1	0.3116
2048	046590.3	263450.1	3.8481
2048	046590.3	341850.1	3.8784
2048	046590.3	265930.1	3.8599
2048	046590.3	162170.1	0.6211
2048	046590.3	141660.1	0.6410
2048	046590.3	201960.1	3.8179
2048	046590.3	249010.1	3.8069
2048	046590.3	184920.1	2.4201
2048	197370.1	263450.1	3.8459
2048	197370.1	341850.1	3.8722
2048	197370.1	265930.1	3.8568
2048	197370.1	162170.1	0.8496
2048	197370.1	141660.1	0.7247
2048	197370.1	201960.1	3.8229
2048	197370.1	249010.1	3.8077
2048	197370.1	184920.1	2.0779
2048	263450.1	341850.1	0.1867
2048	263450.1	265930.1	1.6246
2048	263450.1	162170.1	3.8916
2048	263450.1	141660.1	3.8680
2048	263450.1	201960.1	1.8236
2048	263450.1	249010.1	3.8209
2048	263450.1	184920.1	3.7582
2048	341850.1	265930.1	1.7164
2048	341850.1	162170.1	3.8821
2048	341850.1	141660.1	3.8882
2048	341850.1	201960.1	1.8979
2048	341850.1	249010.1	3.9377
2048	341850.1	184920.1	2.6228
2048	265930.1	162170.1	3.8551
2048	265930.1	141660.1	3.8623
2048	265930.1	201960.1	0.1957
2048	265930.1	249010.1	0.5427
2048	265930.1	184920.1	0.6094
2048	162170.1	141660.1	0.2073
2048	162170.1	201960.1	3.8291
2048	162170.1	249010.1	3.8206
2048	162170.1	184920.1	3.7600
2048	141660.1	201960.1	3.8421
2048	141660.1	249010.1	3.8282
2048	141660.1	184920.1	2.3327
2048	201960.1	249010.1	0.5879
2048	201960.1	184920.1	0.5558
2048	249010.1	184920.1	0.2069
2049	046600.2	197360.1	0.3403
205	004380.1	393130.1	0.1576
205	004380.1	257280.1	0.7800
205	393130.1	257280.1	0.1951
2050	046640.2	096490.1	0.6643
2050	046640.2	319300.1	0.5702
2050	046640.2	096480.1	0.6051
2050	046640.2	369260.1	0.7043
2050	046640.2	326030.2	0.6542
2050	096490.1	319300.1	0.6186
2050	096490.1	096480.1	0.6512
2050	096490.1	369260.1	0.5806
2050	096490.1	326030.2	0.6651
2050	319300.1	096480.1	0.6398
2050	319300.1	369260.1	0.1820
2050	319300.1	326030.2	0.6883
2050	096480.1	369260.1	0.8482
2050	096480.1	326030.2	0.3284
2050	369260.1	326030.2	0.7992
2051	046650.1	175860.1	0.3965
2051	046650.1	046660.1	0.4383
2051	175860.1	046660.1	0.2198
2052	046710.2	108760.2	0.6734
2052	046710.2	250260.3	0.4945
2052	046710.2	354240.1	0.6569
2052	108760.2	250260.3	0.5074
2052	108760.2	354240.1	0.4171
2052	250260.3	354240.1	0.1482
2053	046720.3	256500.1	0.2713
2053	046720.3	202080.1	0.5783
2053	046720.3	353120.1	1.0684
2053	046720.3	352920.1	0.1816
2053	256500.1	202080.1	0.6600
2053	256500.1	353120.1	1.0161
2053	256500.1	352920.1	0.0577
2053	202080.1	353120.1	0.3155
2053	202080.1	352920.1	0.8136
2053	353120.1	352920.1	1.0066
2054	046740.1	215790.1	0.2399
2055	046750.2	215780.1	0.2074
2056	046770.1	258140.1	0.1147
2057	046810.1	363030.1	0.9385
2057	046810.1	203750.1	0.9450
2057	363030.1	203750.1	0.1927
2058	046850.1	236070.1	0.3254
2059	046880.1	247150.1	0.7938
2059	046880.1	231590.1	1.0263
2059	247150.1	231590.1	0.2862
206	004390.1	055730.1	0.3995
206	004390.1	380190.1	0.5597
206	004390.1	354710.1	0.5597
206	004390.1	149740.1	0.2314
206	055730.1	380190.1	0.2887
206	055730.1	354710.1	0.2887
206	055730.1	149740.1	0.6111
206	380190.1	354710.1	-0.0000
206	380190.1	149740.1	0.6716
206	354710.1	149740.1	0.6716
2060	046930.1	243320.1	0.7595
2061	046980.1	282930.1	0.2601
2062	047000.3	256960.1	0.7975
2062	047000.3	068710.1	0.8807
2062	256960.1	068710.1	0.2982
2063	047030.1	331070.1	0.5709
2063	047030.1	326590.1	2.1797
2063	331070.1	326590.1	1.1876
2064	047060.1	206360.1	0.7039
2066	047120.1	334880.1	0.2977
2067	047130.1	334890.1	0.5153
2068	047150.1	334910.1	0.3307
2069	047180.1	334930.1	0.2227
207	004410.1	380200.1	0.8253
207	004410.1	055710.2	0.7748
207	380200.1	055710.2	0.1981
2070	047210.2	180740.4	0.1640
2070	047210.2	224250.2	0.4031
2070	180740.4	224250.2	0.4083
2071	047260.2	180700.1	0.1188
2072	047280.1	234180.1	0.2634
2072	047280.1	358980.1	0.1731
2072	047280.1	268250.1	0.1603
2072	047280.1	358990.1	0.0929
2072	047280.1	282990.1	0.2276
2072	047280.1	027630.1	0.1926
2072	047280.1	304850.1	0.2370
2072	047280.1	130080.1	0.2549
2072	234180.1	358980.1	0.2342
2072	234180.1	268250.1	0.2447
2072	234180.1	358990.1	0.3394
2072	234180.1	282990.1	0.2451
2072	234180.1	027630.1	0.5095
2072	234180.1	304850.1	3.3214
2072	234180.1	130080.1	0.7997
2072	358980.1	268250.1	0.1601
2072	358980.1	358990.1	0.1853
2072	358980.1	282990.1	0.2783
2072	358980.1	027630.1	3.3259
2072	358980.1	304850.1	3.3383
2072	358980.1	130080.1	1.8509
2072	268250.1	358990.1	0.1523
2072	268250.1	282990.1	0.2019
2072	268250.1	027630.1	0.1532
2072	268250.1	304850.1	0.1530
2072	268250.1	130080.1	0.1110
2072	358990.1	282990.1	0.0872
2072	358990.1	027630.1	0.1807
2072	358990.1	304850.1	0.2302
2072	358990.1	130080.1	0.3142
2072	282990.1	027630.1	3.2844
2072	282990.1	304850.1	3.2075
2072	282990.1	130080.1	3.3443
2072	027630.1	304850.1	0.0269
2072	027630.1	130080.1	0.2573
2072	304850.1	130080.1	0.1408
2073	047290.1	286030.1	0.0044
2074	047300.1	128630.1	1.9227
2074	047300.1	296440.1	1.9252
2074	047300.1	320490.1	3.2889
2074	047300.1	053240.1	2.2562
2074	047300.1	248380.1	2.3496
2074	128630.1	296440.1	0.5539
2074	128630.1	320490.1	0.6207
2074	128630.1	053240.1	0.1754
2074	128630.1	248380.1	0.4894
2074	296440.1	320490.1	0.1712
2074	296440.1	053240.1	0.4960
2074	296440.1	248380.1	0.5757
2074	320490.1	053240.1	0.5936
2074	320490.1	248380.1	0.5729
2074	053240.1	248380.1	0.6071
2075	047320.1	188120.1	0.4226
2076	047330.2	297140.1	0.1920
2077	047340.1	297160.1	0.2359
2078	047350.1	084490.1	0.3547
2079	047460.1	386430.1	0.3693
208	004420.1	322620.1	0.2142
2080	047490.1	220150.1	0.4002
2081	047500.1	220140.1	0.2462
2082	047520.2	133870.1	0.6900
2083	047540.2	047550.1	0.2561
2084	047560.1	146530.1	0.6797
2084	047560.1	198870.1	0.7878
2084	146530.1	198870.1	0.2329
2085	047570.1	272300.1	0.2030
2086	047580.1	263620.1	0.9574
2086	047580.1	119220.2	1.2737
2086	263620.1	119220.2	0.3166
2087	047660.1	392170.1	0.1642
2087	047660.1	073850.1	0.4838
2087	392170.1	073850.1	0.7372
2088	047680.1	275000.1	0.1704
2089	047710.1	370130.1	0.0293
209	004430.1	322610.2	0.3062
2090	047720.1	357900.1	-0.0000
2090	047720.1	335020.1	0.0102
2090	047720.1	093240.1	-0.0000
2090	047720.1	239800.1	-0.0000
2090	047720.1	293350.1	-0.0000
2090	357900.1	335020.1	0.0102
2090	357900.1	093240.1	-0.0000
2090	357900.1	239800.1	-0.0000
2090	357900.1	293350.1	-0.0000
2090	335020.1	093240.1	0.0102
2090	335020.1	239800.1	0.0102
2090	335020.1	293350.1	0.0102
2090	093240.1	239800.1	-0.0000
2090	093240.1	293350.1	-0.0000
2090	239800.1	293350.1	-0.0000
2091	047760.1	223680.1	0.2881
2091	047760.1	048870.1	1.1415
2091	047760.1	133370.1	0.7472
2091	047760.1	052290.1	0.2937
2091	223680.1	048870.1	1.0404
2091	223680.1	133370.1	0.6089
2091	223680.1	052290.1	-0.0000
2091	048870.1	133370.1	0.2045
2091	048870.1	052290.1	1.0404
2091	133370.1	052290.1	0.6049
2092	047780.1	361770.1	0.1416
2093	047790.3	176400.1	0.1978
2093	047790.3	149610.1	1.8931
2093	047790.3	133910.1	2.5998
2093	047790.3	299530.1	1.7071
2093	047790.3	324230.1	1.6883
2093	047790.3	360440.1	1.8084
2093	176400.1	149610.1	2.1372
2093	176400.1	133910.1	2.0029
2093	176400.1	299530.1	2.0044
2093	176400.1	324230.1	1.7698
2093	176400.1	360440.1	2.2427
2093	149610.1	133910.1	0.3683
2093	149610.1	299530.1	3.5760
2093	149610.1	324230.1	1.6040
2093	149610.1	360440.1	1.3499
2093	133910.1	299530.1	1.4421
2093	133910.1	324230.1	1.8278
2093	133910.1	360440.1	1.4784
2093	299530.1	324230.1	0.7499
2093	299530.1	360440.1	0.2265
2093	324230.1	360440.1	0.6789
2094	047800.1	176420.1	0.2182
2094	047800.1	225960.1	0.7816
2094	176420.1	225960.1	0.7125
2095	047840.1	317530.1	0.5632
2095	047840.1	117930.1	1.2968
2095	047840.1	147490.1	0.7199
2095	317530.1	117930.1	0.1086
2095	317530.1	147490.1	0.3311
2095	117930.1	147490.1	0.3750
2096	047870.2	146750.2	-0.0000
2096	047870.2	068190.2	0.1696
2096	146750.2	068190.2	0.1630
2097	047880.1	353160.1	0.1866
2097	047880.1	129310.1	0.4330
2097	353160.1	129310.1	0.3065
