Group	Gene 1	Gene 2	Ks
2145	49360.1	199480.1	0.2853
2146	49380.1	349860.1	0.2443
2146	116680.1	171660.1	0.2735
2147	49440.4	308560.1	0.2875
2147	308560.1	263890.1	0.2561
2148	49460.1	53080.1	0.2283
2148	53080.1	333260.1	0.2391
2149	288810.1	120260.1	0.2444
215	63560.1	72010.1	0.2652
2150	49500.1	312340.1	0.2752
2153	86460.1	129320.1	0.2065
2153	214460.1	258710.1	0.2413
2159	49690.1	313380.1	0.2623
2160	49700.1	313370.1	0.2135
2163	203740.1	173990.1	0.2061
2163	192860.1	180840.1	0.2971
2163	204230.1	173990.1	0.2204
2164	49820.1	313250.1	0.2769
2165	49840.1	313240.2	0.2303
2168	49910.1	313200.1	0.2233
2172	50060.1	326360.1	0.2897
2174	50100.1	75460.1	0.266
2175	50130.1	97000.1	0.2585
2178	50160.1	53990.1	0.2525
2180	50200.1	53950.1	0.2425
2182	50230.1	186410.1	0.2253
2183	50260.1	186430.1	0.2213
2183	167920.3	276270.1	0.2423
2183	64390.1	193390.1	0.2593
2184	50270.1	186450.1	0.2515
2185	50280.3	87540.1	0.211
2188	50330.1	379350.1	0.2113
219	4590.1	156970.2	0.2179
2190	50370.1	379430.1	0.2003
2191	50380.1	379440.1	0.2682
2196	50510.1	381890.2	0.2331
2198	50600.1	381920.1	0.2351
2198	335800.1	61800.1	0.2728
2199	50620.1	381980.1	0.231
2204	50760.1	390170.1	0.2051
2207	213070.2	158380.1	0.26
2208	50800.1	219990.2	0.2041
221	365770.1	365760.1	0.2696
2212	50910.1	70550.1	0.2257
2219	118860.1	378770.2	0.2113
222	4640.1	400180.1	0.2457
2222	51190.1	250410.1	0.2562
2228	51450.1	302120.1	0.2401
2230	51530.1	124820.1	0.2066
2231	51600.1	177930.1	0.2588
2231	177920.1	51610.1	0.2372
2231	177920.1	177930.1	0.2532
2231	51610.1	177930.1	0.2288
2232	51660.1	66310.1	0.2961
2234	51750.1	333550.1	0.243
2237	51870.1	333420.1	0.2322
2238	51880.1	146150.1	0.202
2239	51890.1	299800.1	0.2953
2239	230790.1	299800.1	0.2449
224	4690.1	118990.1	0.2026
2241	51940.1	248290.1	0.2105
2242	109790.1	209820.1	0.2045
2242	199750.1	335200.1	0.2144
2243	51980.1	100700.1	0.2404
2243	225770.1	98110.1	0.2718
2244	52000.1	273080.1	0.2551
2245	52010.1	273070.1	0.2637
2248	52070.1	273000.1	0.2161
2250	52330.1	287590.1	0.2146
2250	224380.1	314250.1	0.22
2255	52510.1	350810.1	0.244
2256	52520.2	350820.1	0.2645
2257	52560.1	212640.1	0.259
226	4720.1	78180.1	0.2162
226	4720.1	161100.1	0.299
2264	52710.1	359470.2	0.2065
2265	52750.1	359560.2	0.2688
2270	244340.1	232350.1	0.2704
2270	244330.1	232350.1	0.2728
228	4770.1	276580.1	0.2298
2280	53150.1	128690.1	0.2046
2281	53170.1	128680.4	0.2689
2285	53350.1	278170.1	0.2515
2286	53370.1	327340.1	0.2413
2287	53390.1	111760.1	0.2017
2287	348100.1	111760.1	0.2189
2288	53410.1	203490.2	0.2542
2289	53420.1	251040.1	0.2025
2289	53420.1	203500.1	0.2974
2289	53420.1	53440.1	0.2438
2289	251040.1	203500.1	0.2731
2289	251040.1	53440.1	0.2336
2291	169210.1	284580.1	0.2222
2292	53470.2	399730.1	0.2481
2295	53610.1	398210.1	0.2535
2296	84770.1	346770.1	0.2367
2297	53650.1	305620.2	0.207
2298	53660.1	305630.1	0.2677
2299	53690.3	170390.1	0.2756
230	4810.1	149350.1	0.2607
2301	53760.2	239750.1	0.2399
2303	53790.1	184980.1	0.2876
2304	53800.1	261930.1	0.23
2306	53840.2	203180.3	0.27
2307	53860.1	286000.1	0.2063
2309	73680.1	269850.1	0.2114
231	4830.1	327860.1	0.2835
231	315320.1	327860.1	0.2487
231	327860.1	321430.1	0.2129
2310	54050.1	302290.2	0.2538
2312	54130.1	281980.1	0.2565
2313	54140.1	317520.1	0.2868
2314	282000.1	169650.1	0.2167
2317	247410.1	63370.1	0.2633
2318	54220.1	161340.1	0.2727
232	4850.1	33720.1	0.2043
232	244510.1	33720.1	0.2139
232	33720.1	345790.1	0.2023
2321	54260.1	213950.1	0.2894
2322	54270.1	294510.1	0.21
2325	126250.1	255350.1	0.2117
2328	54360.1	278120.1	0.2355
2328	155660.1	352390.1	0.2837
2330	54430.1	148450.1	0.2677
2331	54440.1	329840.1	0.242
2333	54470.2	329820.1	0.2404
2339	279150.1	192490.1	0.2185
2340	54620.1	161210.1	0.2026
2344	54710.1	383170.1	0.2353
2345	54720.3	203350.3	0.2007
2349	54850.1	289830.1	0.2851
2352	109250.1	276840.1	0.2237
2353	54930.1	80750.1	0.2312
2359	55030.1	286300.1	0.2845
236	4900.1	262330.1	0.228
236	299880.1	82350.1	0.2608
2361	55050.1	286320.1	0.2264
2362	226460.1	394830.1	0.2241
2363	55080.1	142630.1	0.2111
2364	55090.1	67090.1	0.2108
2366	55120.1	114570.1	0.2358
237	4930.1	267980.1	0.2083
2372	55260.1	393030.1	0.2548
2376	55300.1	58730.1	0.2468
2377	55330.1	170920.1	0.2648
2378	55350.4	397460.1	0.2057
2379	55360.1	397450.1	0.2037
238	4940.1	267970.1	0.227
2380	55380.1	223540.1	0.2685
2382	55450.1	371510.3	0.2379
2383	55480.1	207510.1	0.2143
2384	55500.1	207500.1	0.2307
2386	55530.2	207470.1	0.2093
2387	55540.1	207460.1	0.2172
239	4950.2	184780.1	0.2033
2390	55570.1	224280.3	0.2712
2392	55650.1	340300.1	0.2435
2393	55700.1	312620.1	0.2273
2395	55820.1	342140.1	0.267
2397	55880.1	78730.2	0.2004
2400	55910.1	324270.1	0.2368
2401	55920.1	324290.1	0.2047
2404	56140.1	308650.1	0.2833
2406	56180.1	204580.1	0.2121
2408	145110.1	334390.1	0.2755
2409	56290.1	121850.2	0.2103
2409	329320.1	370060.1	0.2336
241	4970.1	384830.1	0.2094
2416	338570.1	71530.1	0.2427
2417	56530.1	110990.1	0.2015
2419	56590.1	111060.1	0.2044
2420	56610.1	111080.1	0.2081
2422	56660.1	111170.1	0.2844
2423	56710.1	134970.1	0.2554
2425	56750.1	360050.1	0.2892
2427	56840.2	151490.1	0.2642
243	5000.1	272510.1	0.2333
2430	362740.1	353950.1	0.2265
2433	57020.1	392620.4	0.2364
2434	251010.1	397540.1	0.2913
2436	57050.1	309030.1	0.2363
2438	128970.2	72330.1	0.2065
2441	57160.1	172440.1	0.2739
2441	76940.1	373770.1	0.2299
2442	57170.1	118170.1	0.2558
2443	256780.1	156230.1	0.2054
2444	57200.2	225020.1	0.2139
2446	57230.1	225000.1	0.2805
2448	57280.1	224970.1	0.2599
245	5030.1	290620.1	0.2235
2450	57350.1	231640.2	0.2819
2454	57410.1	260280.1	0.2442
2455	57420.1	164010.1	0.2076
2455	196130.1	265640.1	0.2122
2456	57440.1	72730.1	0.2474
2458	57470.1	135790.1	0.2945
246	5070.1	386820.1	0.2085
2464	57660.1	197340.1	0.2189
2464	80410.1	197340.1	0.2791
2464	57670.1	197340.1	0.2473
2468	57790.1	107440.1	0.2438
2469	57820.1	156590.1	0.2875
2469	218930.1	309190.1	0.285
2472	57850.1	156560.1	0.2667
2473	57870.1	77940.1	0.262
2476	57980.1	76340.1	0.2202
248	5110.1	128780.1	0.239
2483	58220.1	255880.1	0.2379
2483	317160.1	255880.1	0.2301
2485	58250.1	58260.2	0.2751
2485	58250.1	331310.1	0.2303
2490	58400.1	189920.1	0.2015
2490	95260.1	62520.1	0.2135
2495	58540.1	388840.1	0.2158
2498	58580.2	305450.1	0.2239
25	460.2	131640.3	0.2824
2501	58760.1	88440.1	0.2296
2508	208650.1	208640.1	0.2897
2509	58960.1	208630.2	0.2493
2511	387830.1	71170.1	0.211
2512	59080.1	237710.1	0.2862
2512	59080.1	237690.1	0.2971
2512	59080.1	237680.1	0.2393
2512	59080.1	237700.1	0.2791
2512	59080.1	309420.1	0.252
2512	59090.1	237710.1	0.2781
2512	59090.1	309420.1	0.2357
2512	237710.1	237690.1	0.2239
2512	237710.1	237680.1	0.2097
2512	237710.1	237700.1	0.2366
2512	237700.1	309420.1	0.2516
2514	59120.1	156450.1	0.2775
2515	59150.1	265220.1	0.2108
2515	59150.1	357760.1	0.2205
2517	59170.1	265190.1	0.2978
2518	59190.1	392020.1	0.2409
2518	272010.1	174080.1	0.2052
2518	65670.1	375030.1	0.2022
252	5180.1	296230.1	0.2605
2521	59270.1	131810.1	0.2049
2523	59310.1	381690.1	0.2376
2523	331520.1	85050.1	0.2374
2523	3770.1	40670.1	0.2838
2524	59330.1	302960.1	0.2901
2525	59380.2	248790.3	0.2429
2526	59400.1	231620.1	0.2659
2526	59400.1	377070.1	0.2794
2528	59480.1	277720.1	0.2995
2530	59510.1	292290.1	0.223
2534	59580.1	131890.1	0.2547
2535	59600.1	131910.1	0.2144
2535	392310.1	131910.1	0.2326
2536	59620.2	131940.1	0.2426
2539	59810.1	224560.1	0.2215
2541	286900.1	124110.2	0.278
2545	60160.1	363340.1	0.2733
2546	60190.1	363400.1	0.2483
2547	217250.1	28480.1	0.2479
2549	152610.1	350090.1	0.2181
2550	60340.2	63650.1	0.238
2551	60370.1	63670.1	0.2403
2552	60390.2	126840.1	0.2034
2553	60420.1	126850.1	0.2229
2554	60470.1	371700.1	0.2472
2555	60480.1	371690.1	0.2109
2556	60500.1	371670.1	0.2287
256	256890.1	225920.1	0.2407
256	185470.1	219490.1	0.2196
2560	60580.1	223290.1	0.244
2561	75700.1	323900.1	0.2125
2561	260040.1	367070.1	0.2516
2564	18340.1	193760.1	0.2911
2565	141630.1	119890.1	0.2384
2565	75640.1	99140.2	0.2381
2568	60860.1	254870.1	0.2127
2570	60960.1	358310.1	0.2448
2571	61050.1	265550.1	0.2286
2571	61050.1	209550.1	0.2844
2571	61050.1	199000.1	0.2365
2571	265550.1	209550.1	0.2017
2573	89970.1	243950.1	0.2631
2576	61160.1	376330.1	0.247
2577	61190.1	376320.2	0.2921
2578	61210.1	376310.1	0.2334
2578	348410.1	376810.1	0.2069
2579	61230.2	344630.1	0.2977
2580	61250.1	344610.1	0.2294
2582	61270.1	343240.4	0.2032
2584	61320.1	147930.1	0.2793
2588	238140.1	103990.1	0.2083
2589	61500.2	164180.1	0.288
2589	101670.1	129780.1	0.2962
259	5310.1	110830.1	0.2859
259	5310.1	247600.1	0.2655
2591	61560.1	212550.2	0.2206
2592	61590.1	212590.1	0.2189
2593	198670.1	198680.1	0.2197
2593	260250.1	198680.1	0.2399
2594	383030.1	197020.1	0.24
2596	61740.1	223060.1	0.2148
26	470.1	175670.2	0.2574
26	153610.1	175670.2	0.2795
2601	61910.1	316040.1	0.2134
2605	62070.1	291460.1	0.2072
2606	62080.1	212530.1	0.2547
261	5340.2	188300.1	0.204
2610	364790.1	349410.2	0.2302
2611	62230.1	62240.1	0.2923
2611	364870.1	194030.1	0.2367
2614	62330.1	112070.1	0.2066
2615	62350.1	282190.1	0.2933
2615	253670.1	282190.1	0.2808
2616	62360.1	158560.1	0.2827
2618	62390.1	343000.1	0.2957
2620	62410.1	235110.1	0.2059
2622	62540.1	396120.1	0.268
2624	62610.1	286180.1	0.2494
2626	279980.1	300350.1	0.2354
2627	62650.1	183980.1	0.2066
2628	62670.1	353620.1	0.2475
2629	62680.1	353630.1	0.2209
263	383110.1	306900.1	0.2609
2630	62700.1	128190.1	0.255
2630	295250.1	18780.1	0.2167
2630	18780.1	317200.1	0.2353
2631	62710.1	247120.1	0.2361
2632	314570.1	106220.3	0.2058
2634	376030.1	376020.1	0.25
2635	62850.1	119390.1	0.2372
2636	62860.1	119400.1	0.2497
2637	62880.1	233060.1	0.2852
2638	62920.1	152880.1	0.237
2638	62930.1	110650.1	0.23
2639	62940.1	110630.1	0.2048
2639	169910.1	230510.1	0.2365
2642	63000.1	366920.2	0.2911
2642	63000.1	115260.1	0.2911
2643	63010.1	257490.1	0.2995
2643	257490.1	163760.1	0.2995
2644	63030.1	257520.1	0.2901
2645	63080.4	256060.1	0.2785
2646	63130.1	125430.2	0.2744
2647	63170.1	125460.1	0.2786
2648	63180.1	125470.1	0.2576
2654	63360.1	163010.1	0.2135
2658	63420.1	70900.1	0.2326
2659	63490.1	346400.1	0.222
266	5430.1	394070.1	0.2259
2664	292740.1	324670.1	0.2532
2667	63880.1	210820.1	0.2573
2669	63910.1	219880.3	0.2325
2672	64020.2	145790.1	0.2563
2674	64100.3	317910.1	0.2475
2676	64250.1	394110.1	0.2394
268	5450.1	312010.1	0.2543
268	5450.1	320600.1	0.2159
268	312010.1	342080.1	0.2308
2680	64330.1	85730.1	0.2349
2681	64400.1	193410.1	0.2132
2681	276280.1	167930.1	0.243
2682	64410.1	98870.1	0.2048
2685	293310.1	166530.1	0.2089
2687	64620.1	295560.1	0.232
2688	64650.1	295550.1	0.2027
2690	64680.1	295540.1	0.2275
2690	388300.1	160690.1	0.2444
2690	160690.1	388290.1	0.2388
2691	64700.1	295510.1	0.2356
2691	64700.1	303880.1	0.2125
2692	64710.1	295500.1	0.2303
2693	64730.1	284330.1	0.218
2694	64740.1	284340.1	0.2211
2694	227720.1	167180.1	0.2506
2698	64830.1	226270.1	0.2719
2698	64830.1	226300.1	0.2865
2699	64860.1	226250.2	0.2722
270	260580.1	363460.1	0.2979
270	350830.1	288470.1	0.2629
270	321400.1	363460.1	0.2846
2700	64870.1	226230.1	0.2511
2703	64970.1	170980.1	0.2689
2704	64990.2	178650.3	0.2326
2708	65160.2	300630.1	0.2681
271	5560.3	280910.1	0.2166
2710	156930.1	78620.1	0.2449
2712	65240.1	118850.1	0.2341
2713	65280.1	70740.3	0.2334
2718	281030.1	215880.1	0.2046
2719	65490.1	115410.1	0.2206
272	213170.2	202810.1	0.2204
2720	65510.1	115390.1	0.2441
2723	65560.2	145490.1	0.2135
2724	65600.1	300060.1	0.2206
2725	65650.1	189500.1	0.2623
2732	65920.1	335190.1	0.2768
2733	65930.1	116440.1	0.2678
2735	65960.2	316190.1	0.2163
2737	66090.2	99210.1	0.2215
274	5650.1	87300.2	0.2479
2740	66180.1	236310.1	0.2619
2741	66210.1	204350.1	0.252
2741	312440.1	262310.1	0.2428
2741	204350.1	262310.1	0.2462
2744	66290.1	219980.1	0.2928
2748	66370.1	396270.1	0.2614
2748	396270.1	277030.1	0.2908
2749	66380.1	396290.1	0.2671
275	5660.1	87290.1	0.2343
2753	66450.1	108120.1	0.2722
2754	66470.1	100570.1	0.2044
2763	66680.1	195730.1	0.2056
2763	200190.2	78900.1	0.2839
2765	66750.1	124890.1	0.2515
2766	66760.1	124900.1	0.2537
2767	66770.1	257660.1	0.2728
2769	66800.1	385910.1	0.2332
2769	159310.1	263700.1	0.2878
2769	159310.1	385910.1	0.2416
2769	263700.1	287190.1	0.2996
2769	263700.1	342430.1	0.2978
2769	385910.1	287190.1	0.247
2769	385910.1	342430.1	0.2509
2771	66900.1	265500.1	0.2622
2771	265500.1	329500.1	0.2897
2772	66910.1	314110.1	0.2006
2773	66920.1	314080.1	0.2142
2776	66970.1	269730.1	0.222
278	5710.1	215380.1	0.2872
2780	211990.2	122150.2	0.2127
2781	67120.1	331970.1	0.2738
2787	312840.1	236530.2	0.2207
2787	273180.1	134530.1	0.2028
2789	67310.1	143750.1	0.2594
2789	125190.1	143750.1	0.2269
2789	125190.1	34940.1	0.2014
279	5720.1	27810.1	0.2075
2791	67360.1	196170.1	0.2168
2792	67410.1	156730.1	0.2265
2795	67470.1	366810.1	0.2036
2796	67490.1	141810.1	0.2944
2797	67500.1	120070.1	0.2686
2798	67510.1	120060.1	0.2437
280	50250.1	186420.3	0.2446
2800	67530.1	120050.1	0.2367
2801	67550.1	112170.1	0.2264
2804	67590.1	322160.1	0.2685
2805	67620.1	146990.1	0.2487
2806	67630.4	147000.1	0.2566
2808	67760.1	212320.1	0.2384
2808	273220.1	212320.1	0.2385
2810	67830.1	352400.1	0.2119
2811	67980.1	222220.1	0.2407
2812	68220.2	123900.2	0.2086
2814	68300.1	242320.1	0.2119
2815	68310.1	316090.1	0.2815
2817	239290.1	326460.1	0.2484
282	5820.1	377290.1	0.2343
282	93770.2	192480.2	0.2115
2820	68440.1	355430.1	0.2601
2822	68490.1	103730.1	0.2928
2823	68520.1	103690.1	0.2101
2824	68560.1	91490.1	0.2674
2826	68670.1	271570.1	0.2546
2827	68700.1	396410.1	0.2486
2828	68720.1	256950.1	0.2707
283	200620.1	382060.1	0.2891
283	200620.1	382050.1	0.2864
283	382040.1	368640.1	0.2296
283	382040.1	382060.1	0.2134
283	382040.1	382050.1	0.2115
283	368640.1	382060.1	0.2387
283	368640.1	382050.1	0.2387
283	289540.1	382060.1	0.2944
283	289540.1	382050.1	0.2944
2830	68790.1	116880.1	0.2149
2831	68800.1	116900.1	0.2423
2835	105110.1	68930.1	0.2945
284	5850.1	256440.1	0.2809
284	121680.1	256150.1	0.2207
2840	69050.1	288900.1	0.2336
2845	69260.1	80160.1	0.2453
2846	69290.1	400440.1	0.2113
2847	69300.1	256560.1	0.2426
2849	370760.1	91860.2	0.2305
2849	76530.3	91860.2	0.23
285	5860.1	256450.1	0.2605
2850	69450.1	364390.1	0.2141
2852	69480.1	394370.1	0.2078
2856	69570.1	192300.1	0.2382
2857	240930.1	257750.1	0.29
2861	69670.1	201520.1	0.2138
2862	69680.1	201530.1	0.204
2863	69690.1	201540.1	0.2889
2864	69720.1	201560.1	0.2907
2866	69830.1	277680.1	0.2618
287	5880.1	256480.1	0.2928
2870	204060.3	187720.1	0.2847
2871	69960.1	376220.1	0.2652
2872	69980.1	143460.1	0.2479
2872	143460.1	111960.1	0.2551
2872	180470.1	134070.1	0.2064
2873	70030.1	395230.1	0.2245
2873	100900.2	395230.1	0.2157
2874	70040.1	243040.1	0.279
2875	70050.2	243030.2	0.2024
2876	70080.1	393440.1	0.2537
2877	70100.1	329870.1	0.2099
2879	70190.1	72510.1	0.252
288	40100.1	344800.1	0.2197
2880	70200.2	72520.1	0.2576
2882	70250.1	265980.1	0.2528
2883	70270.1	265950.1	0.2779
2884	70280.1	74800.2	0.2275
2885	387670.2	143090.1	0.2738
2885	368790.1	346320.1	0.2553
2885	368790.1	136180.1	0.2994
2885	190820.2	180210.1	0.2714
2885	190820.2	346320.1	0.2861
2885	190820.2	136180.1	0.2469
2885	346320.1	136180.1	0.2466
2886	70310.1	70320.3	0.2994
2891	70430.1	370900.1	0.2689
2892	70440.1	370890.1	0.2083
2897	70530.1	174250.1	0.2449
2897	211430.1	192910.1	0.2611
2898	70570.1	245510.1	0.233
2899	70630.1	255250.1	0.2552
290	40110.1	205490.1	0.2311
2904	252440.1	326000.1	0.2355
2906	70760.1	210230.1	0.2381
2908	70780.1	259090.1	0.216
2914	70870.1	324300.1	0.2547
2918	70990.1	389310.1	0.2271
2919	71000.1	327460.1	0.2013
2920	71010.1	327430.1	0.2064
2926	71160.1	387840.1	0.2349
2928	71220.1	307220.1	0.2953
2929	71230.1	307240.1	0.2478
2930	288850.2	242030.1	0.2166
2931	87030.1	102140.1	0.2055
2933	296670.1	173350.1	0.2233
2934	296660.1	173360.2	0.2197
2941	71730.2	180090.1	0.254
2945	71800.1	129170.1	0.2444
2950	71950.1	283090.1	0.2054
2952	72030.1	163240.1	0.2881
2953	72070.1	157180.1	0.2121
2954	72080.1	157170.2	0.21
2955	72090.1	157160.1	0.2569
2956	72100.1	157150.1	0.2241
2957	72110.1	157130.2	0.213
2958	72120.2	73830.1	0.2386
2963	72250.1	151340.1	0.2601
2964	72260.1	326130.1	0.2859
2965	72270.1	291390.1	0.2485
2966	72340.1	371890.1	0.2692
2967	211320.1	136430.1	0.2516
2970	72580.2	144820.2	0.2933
2971	72590.1	137910.1	0.2464
2974	72660.2	398340.1	0.2713
2975	72690.1	202010.1	0.2056
2975	204890.1	278210.1	0.279
2976	72710.1	78940.1	0.2482
2978	72770.1	366910.1	0.2546
2979	72810.1	72820.1	0.2571
298	6120.1	180350.1	0.2621
298	260160.1	180350.1	0.2363
298	258220.1	90090.1	0.204
2982	73020.1	294090.1	0.2342
2984	73170.1	251580.1	0.2864
2986	73230.1	128080.2	0.2336
2987	73260.1	201120.1	0.207
2989	73300.1	73310.1	0.2825
299	6130.1	399930.1	0.2155
299	399930.1	35150.1	0.2128
2990	73320.1	106510.1	0.2951
2991	73370.1	73380.1	0.2651
2991	73380.1	139270.1	0.2956
2991	370020.1	139270.1	0.2192
2991	370020.1	290690.1	0.2552
2992	73390.1	219830.1	0.2835
2992	251120.1	219830.1	0.2652
2992	219830.1	352230.1	0.2835
2995	73640.1	269890.1	0.2019
3	20.1	113080.1	0.2315
30	520.1	114700.1	0.2864
300	6240.1	395130.1	0.237
300	6240.1	199340.1	0.2897
300	6240.1	323050.1	0.2918
300	6240.1	313140.1	0.2315
300	6240.1	199320.1	0.2991
300	395130.1	199340.1	0.2172
300	395130.1	199360.1	0.2236
300	395130.1	323050.1	0.2006
300	395130.1	199350.1	0.2486
300	199330.1	313140.1	0.2637
300	199330.1	199320.1	0.214
300	199340.1	323050.1	0.23
300	199340.1	313140.1	0.2419
300	199340.1	199320.1	0.2667
300	199360.1	323050.1	0.2645
300	199360.1	313140.1	0.2513
300	199360.1	199320.1	0.2883
300	323050.1	199350.1	0.2111
300	323050.1	313140.1	0.2671
300	323050.1	199320.1	0.237
300	199350.1	313140.1	0.2705
300	199350.1	199320.1	0.2292
3004	74010.1	114130.1	0.2285
3007	74120.2	165630.1	0.2226
301	6250.1	142600.1	0.2301
3010	179430.1	386960.1	0.2723
3011	74160.1	214390.1	0.2365
3012	74210.2	74220.3	0.272
3014	74300.1	246740.1	0.283
3016	74330.1	246720.1	0.2474
3018	74370.1	356840.1	0.2691
3019	74420.1	138490.1	0.2458
3023	74550.1	74570.1	0.2801
3024	74600.1	107100.1	0.211
3026	74620.1	211180.2	0.2271
3027	74630.1	95060.1	0.2236
303	6280.1	319610.1	0.2414
3030	74690.1	396860.1	0.2659
3032	74710.1	396890.1	0.2372
3033	74720.1	230480.1	0.2058
3034	74730.1	230440.1	0.2162
3035	74740.1	74750.1	0.2312
3035	74750.1	230420.1	0.2949
3036	74820.1	140360.1	0.2111
3039	74890.1	400340.1	0.2784
3040	74910.1	345020.1	0.234
3044	74990.1	130560.1	0.2351
3045	75000.1	162230.1	0.291
3046	290120.1	390820.1	0.2333
3050	378600.3	228310.2	0.2146
3054	125820.1	91740.1	0.2252
3055	75320.1	212680.1	0.2395
3057	75370.1	280070.1	0.2119
3059	396940.2	380700.1	0.2829
3060	75420.1	280050.1	0.2334
3061	75430.1	280030.1	0.2369
3062	75440.1	280020.1	0.2265
3063	75470.2	114510.1	0.2043
3069	75590.1	265110.1	0.2412
307	6360.1	67230.1	0.2875
307	67230.1	308070.1	0.2999
307	67230.1	67220.1	0.2969
3073	75760.1	198320.1	0.2323
3079	75930.1	105580.1	0.2211
308	6380.1	334790.1	0.2604
3080	311320.1	170780.1	0.2802
3082	76060.1	145210.1	0.2338
3085	76130.2	224680.1	0.2219
3089	76210.1	293560.1	0.2027
3090	76220.1	127790.1	0.2631
3091	76310.1	205800.1	0.2052
3094	76380.1	118590.1	0.2344
3096	360220.1	337210.2	0.2028
3096	220980.1	337210.2	0.2019
3098	76610.4	208030.2	0.2106
31	560.1	114730.1	0.215
31	37990.1	261610.1	0.2936
31	235920.1	302630.1	0.2597
3106	76790.1	366740.1	0.2108
3106	236660.1	344550.1	0.2644
311	6430.2	325870.1	0.2395
311	157530.1	355940.1	0.2849
311	157530.1	16890.1	0.2661
311	293750.1	138420.1	0.2024
311	355940.1	16890.1	0.2586
311	181870.1	369760.1	0.2548
3110	76860.2	237980.1	0.2023
3111	76920.1	273700.1	0.2597
3119	77260.3	134820.1	0.2611
312	6440.1	325860.1	0.2054
3120	77270.1	135500.1	0.2923
3121	108800.1	177410.1	0.2913
3123	77350.1	213320.1	0.2102
3123	108810.1	177400.1	0.2083
3128	77480.1	279260.1	0.2854
313	43030.1	190250.2	0.292
3132	140750.1	140740.1	0.2864
3134	387030.2	389380.1	0.2544
3136	77790.1	216290.1	0.2888
3137	77800.1	289000.1	0.2622
3139	77890.2	239810.1	0.221
3141	77920.1	378320.1	0.2492
3142	77950.1	215850.1	0.2567
3143	77980.1	213420.2	0.2495
3147	78040.1	182250.1	0.2158
3148	341250.1	86780.1	0.2546
3149	78080.1	251070.1	0.2549
315	6480.1	347150.1	0.2008
3150	78100.1	251080.1	0.2592
3153	78190.2	325060.1	0.2791
3156	78250.1	358750.1	0.2118
3158	78270.1	217000.1	0.2029
3159	155320.1	240010.1	0.2309
316	6500.1	233080.1	0.2152
316	6500.1	236840.3	0.2016
316	6500.1	361830.1	0.2441
316	6500.1	135360.1	0.2441
316	297040.1	233080.1	0.2392
316	297040.1	236840.3	0.2121
316	297040.1	361830.1	0.2807
316	297040.1	135360.1	0.2807
3164	78450.1	80110.1	0.252
3165	285340.1	86760.1	0.2961
3167	78490.1	359460.1	0.2397
3168	78500.1	359450.1	0.2601
317	6510.1	297050.1	0.268
3171	78550.1	254390.1	0.2406
3171	78550.1	317670.1	0.2379
3171	78550.1	290660.1	0.2108
3171	254390.1	317670.1	0.2368
3171	254390.1	290660.1	0.2077
3171	317670.1	290660.1	0.2191
3172	78570.1	290670.1	0.2508
3174	225940.1	256900.2	0.2827
3176	78650.1	251500.1	0.2783
3177	78700.1	266880.1	0.2887
3178	78780.1	98310.1	0.2327
3179	78850.1	181340.1	0.2076
318	6550.1	16480.1	0.2061
318	320870.2	249340.1	0.258
3180	78910.1	200180.1	0.2911
3181	78920.1	200160.1	0.2039
3187	79180.1	117290.1	0.2248
319	16500.1	16510.1	0.2616
3190	79270.1	90710.1	0.2803
3196	79480.2	170990.3	0.2019
3197	79500.1	132890.2	0.2234
3198	79510.1	201430.1	0.203
3198	279890.2	86220.1	0.2827
320	6570.1	207820.1	0.2876
3201	79560.1	333180.2	0.2848
3203	79640.1	79650.1	0.2029
3204	79670.1	333150.1	0.2947
3207	79700.1	96410.2	0.2006
321	368650.1	320930.1	0.2134
3213	79870.1	294800.1	0.267
3215	362910.1	79920.1	0.2634
3215	358600.1	208460.1	0.2689
3215	358610.1	208460.1	0.2931
3216	79930.1	358570.1	0.2274
3217	79950.1	358560.1	0.2323
3217	358560.1	268220.1	0.2323
3218	79970.1	321230.1	0.293
3219	79980.1	321220.1	0.2229
3220	80000.1	321200.1	0.2271
3222	392940.1	392660.1	0.2493
3225	80140.1	164910.1	0.2316
3227	80190.2	181830.1	0.2256
3228	151110.1	299480.1	0.2238
3229	80230.1	80240.1	0.2519
3229	80240.1	264990.1	0.2305
323	6620.1	260140.1	0.2356
323	258280.1	122020.1	0.263
3230	80250.1	264980.1	0.22
3236	343750.1	371160.1	0.22
3237	80630.1	223810.1	0.2276
3239	80660.1	81100.2	0.278
3240	80690.1	346290.1	0.2559
3241	80700.1	145830.1	0.2115
3244	80830.1	107340.1	0.2841
3245	80840.1	107320.1	0.2061
3246	80850.1	107310.1	0.2563
3249	80970.1	337380.1	0.2932
325	6640.1	229940.1	0.2553
3250	80980.1	369630.1	0.2464
3251	80990.1	369640.1	0.2151
3252	81000.1	369650.1	0.2813
3253	81020.1	215890.1	0.2763
3254	81040.1	261810.1	0.2953
3255	81060.1	121000.1	0.2231
3258	81210.2	18370.1	0.2569
3266	81340.1	334380.1	0.2899
3270	81420.1	131700.1	0.2188
3271	81440.1	131740.1	0.2969
3272	81460.1	361350.1	0.246
3273	81500.1	358300.1	0.2716
3273	81500.1	89420.1	0.2969
3276	81530.1	213470.1	0.2293
3277	96090.1	270780.1	0.2041
3278	81630.1	369860.1	0.269
3280	81720.1	392400.2	0.2379
3281	81740.1	210150.1	0.2341
