Group	Gene List
2679	059240.2,090220.1,072780.1
268	005330.1,373340.1,357760.1,423510.1
2680	059270.1,303710.1
2681	059310.1,156070.1
2682	059350.1,294670.1
2683	059370.1,279230.1
2684	059380.1,280040.1
2685	059390.1,444660.1
2686	059420.1,232800.1
2687	059430.1,085080.1
2688	059440.3,077080.2
2689	059450.1,077070.1
269	005340.1,094020.1
2690	059490.1,077050.1,249620.1,299310.2,111100.1
2691	059530.1,077030.1
2692	059600.1,261520.1
2693	059610.2,406690.1,406570.2,
2694	059670.1,131920.2
2695	059680.1,131950.1
2696	059700.1,365450.1
2698	059720.1,322720.1
2699	059730.2,307520.1
27	000490.2,450740.1
270	005350.1,094030.1,151040.2,066000.1,385290.1,341860.1
2700	059750.1,270430.1
2701	059760.1,139290.1
2702	059770.2,087490.1
2703	059790.1,263310.1,062060.1,114050.1
2704	059800.1,263290.1,263300.1
2705	059810.1,156260.1
2706	059820.1,263280.1
2707	059830.2,263270.1,331600.1,231240.1
2708	059850.1,263260.1,156300.1
271	005360.1,403740.1
2710	059890.1,435080.1
2711	059920.1,268830.1
2712	059930.2,154340.1
2713	059990.1,222860.1
2714	060020.1,222840.1
2715	060040.1,128380.1
2716	060140.1,301230.2,427170.2,416730.1,407990.1,103610.1
2717	060160.1,142000.1,455280.1,103670.1,427230.2,
2718	060170.1,369170.1
2719	060220.1,281170.1,227820.1,334010.1,151640.1
272	005370.1,403750.1
2720	060270.4,409660.1,259820.1
2721	060300.1,381430.1,185720.1,185730.1
2722	060310.1,106880.1,132010.1
2723	060320.1,185770.1,209480.1,244090.1
2724	060350.5,185780.2
2725	060420.1,401490.1,132940.1
2726	060440.1,060450.1,439250.1,232050.1
2727	060460.2,276920.3
2728	060520.1,233860.1,233850.1
2729	060550.1,431310.1
273	005400.1,156930.1,054360.1
2730	060580.1,431290.1
2731	060590.1,217670.1
2732	060600.1,112810.1
2733	060630.1,060650.1
2734	060670.1,223900.1,236000.1,185910.1
2735	060690.1,157180.1
2736	060700.1,357900.1
2737	060710.1,357870.2
2738	060720.1,161360.1,108960.1,423390.2,
2739	060730.1,444240.1,283950.1
274	005430.1,281160.1
2740	060740.1,207130.1
2741	060800.1,437170.1
2742	060830.1,293300.1
2743	060870.1,318470.1,371740.2,
2744	060920.1,060930.1
2745	060950.1,145380.1
2746	060980.1,332050.1
2747	060990.1,071890.1,379060.1
2748	061020.1,071900.2
2749	061050.1,071930.1,447840.1
275	005440.1,310150.2
2750	061060.1,142240.1
2751	061070.1,071940.1
2752	061080.1,202170.4,277100.2,071950.1
2753	061090.1,071960.1,202180.1
2754	061100.1,071970.1
2755	061110.1,071980.1
2757	061220.1,257310.1,341760.1
2758	061240.1,171550.1
2759	061250.1,171530.1
276	005460.1,240080.1
2760	061270.1,171510.1
2761	061290.1,171480.1,338670.1
2762	061310.1,251300.1
2763	061320.1,251330.1
2764	061380.1,166210.1
2765	061400.1,339960.1
2766	061410.1,245770.1
2767	061430.1,096930.1
2768	061480.1,181940.1
2769	061510.1,110720.1
277	005500.1,194120.1,347810.1
2770	061530.1,110760.1,343440.1
2771	061550.1,111420.1
2772	061580.1,111440.1
2773	061610.1,160410.1
2774	061660.1,391670.1,268820.1
2775	061700.1,311280.1,295120.1,330070.1,380670.1,351070.1,313290.1,092670.1,064320.1,414410.1
2776	061710.1,153440.2
2777	061740.1,064610.1
2778	061750.2,287250.1,153710.1
2779	061770.1,191790.1
278	005510.1,343370.1
2780	061790.1,266120.1
2781	061810.1,189860.3
2782	061820.1,256100.2
2783	061830.1,385450.1
2784	061860.1,239230.1
2785	061880.1,243830.1
2786	061890.1,178500.1,412910.1,243840.1
2787	061900.1,118130.1
2788	061920.1,123590.1,454990.1
2789	061960.1,391920.2
279	005520.1,305630.1
2790	061990.1,212410.1,081010.1,186480.1
2791	062000.1,212400.1,080960.2,381770.1
2792	062010.1,087370.1
2793	062020.2,087380.1,096160.1
2794	062090.1,448990.1,123680.1
2795	062110.1,114060.1
2796	062190.1,377450.1
2797	062210.1,139590.1
2798	062230.1,180180.1
2799	062320.1,401280.1,453330.1,453310.1,124100.1,324190.1
28	000520.1,193800.1
280	005560.1,031490.1
2800	062330.1,062350.1
2801	062360.1,375140.1
2802	062370.1,250800.1
2803	062380.1,158710.1
2804	062390.1,162890.1,084130.1,425380.1
2805	062400.1,425360.1
2806	062410.1,425350.1
2807	062470.3,109410.1
2808	062480.1,357150.1
2809	062490.1,109400.1
281	005570.1,382850.1,284060.1
2810	062500.1,109390.1,149560.1,432320.1
2811	062520.1,109380.1
2812	062550.1,072620.1
2813	062570.1,456710.1
2814	062610.1,235200.1
2815	062650.1,407060.2
2817	062690.1,068820.1,338910.1
2818	062710.1,068810.1
2819	062730.1,288980.1
282	005600.1,314830.1,019790.1,076190.1
2820	062750.1,288950.1
2821	062760.1,288940.1
2822	062790.1,185050.1
2823	062800.1,185040.1
2824	062830.1,104970.1
2825	062840.2,371780.1
2826	062890.1,238460.1
2827	062940.1,308810.1
2828	062950.1,308790.1
2829	062990.1,219930.1
283	005620.1,314840.1,076180.2,257530.1,159040.1,434770.1
2830	063000.1,301060.1
2831	063050.1,206980.1
2832	063060.1,206970.1
2833	063110.1,314070.1
2834	063130.1,191560.1,315140.1,095860.1,191570.1
2835	063150.3,180740.1
2836	063180.1,296530.1
2837	063200.1,296540.1
2838	063210.1,387320.1
2839	063220.1,271360.1
284	005640.1,158210.1
2840	063230.1,388650.1
2841	063240.1,388660.2
2842	063250.1,388670.1
2843	063260.1,388680.1
2844	063270.1,223780.1,233270.1,109740.1
2845	063290.2,223790.1,197120.1,354910.1,065080.1,040090.1,336680.1
2846	063300.2,223800.1,233260.1,165530.1
2847	063310.1,222490.2
2848	063320.1,399430.1
2849	063330.2,201710.1,378750.1
285	005650.1,314850.1
2850	063340.1,201690.1,107070.1
2851	063350.1,266780.1,105810.1,160850.1,292130.1,292500.1,278220.1,278230.1,362450.1
2852	063360.1,344990.1,130790.2,
2853	063400.1,121100.1,098540.1
2854	063410.1,163840.1,350360.1,121110.1
2855	063420.1,350350.1,163830.1
2856	063460.1,130020.1,436930.1
2857	063520.1,240410.1,241040.1,243150.1,210820.1,234180.1
2858	063530.1,240420.1,329230.1
2859	063540.1,205120.1,216710.1
286	005660.1,314860.1,159050.2,
2860	063550.1,145440.1
2861	063560.1,162910.1,219950.1
2862	063580.1,188170.1,342330.1
2863	063600.1,331410.2
2864	063610.2,458210.1,112200.1
2865	063630.1,431660.1
2866	063720.1,305090.1
2867	063730.4,154010.1,384490.2,073350.1,321680.1,311200.1,229700.1,175940.1
2868	063770.1,154040.1
2869	063820.1,327380.1
287	005670.1,314870.1
2870	063830.1,327370.1
2871	063860.1,370060.1,372090.1,441720.1,370040.1,262520.1
2872	063870.1,121360.1
2873	063900.1,082550.1
2874	063920.1,405270.1,394210.1
2875	064040.1,228300.1
2876	064050.1,228290.1
2877	064080.2,228270.1,382780.1
2878	064100.1,228250.1
2879	064110.1,228240.1,286610.1
288	005680.2,314880.1
2881	064150.1,341360.1
2882	064180.1,439430.1,168840.1,169970.1
2883	064230.1,291360.1
2884	064240.1,282800.1
2885	064250.1,291350.3
2886	064260.1,291340.2
2887	064270.1,291320.1
2888	064280.1,291310.1
2889	064290.1,291280.1
289	005710.2,314890.1
2890	064300.1,291270.2
2891	064310.1,291250.1
2893	064330.1,166480.1
2894	064340.1,454730.1
2895	064350.1,454700.1
2896	064360.1,282510.1
2897	064370.1,383050.1
2898	064410.1,071750.1,075170.1
2899	064430.1,341530.4
29	000550.1,277870.2
290	005720.1,314900.1
2900	064470.1,277070.1,102980.1,171470.1
2901	064500.1,432230.1,330490.2,
2902	064530.1,432190.1
2903	064540.1,432180.1,165820.1
2904	064560.1,142310.1,423930.1
2905	064600.1,411210.1,416850.1,082440.1
2906	064630.1,284630.1
2907	064730.1,072300.1,392180.3,204710.1
2908	064750.1,155490.1
2909	064770.1,336950.1
291	005730.1,158160.1
2910	064820.1,289270.1
2911	064840.1,407770.3,370620.1
2912	064860.1,435960.1
2913	064870.1,064880.1
2914	064890.2,435970.1
2915	064920.1,205470.1
2916	064950.1,416400.2
2917	064980.1,416430.1,168380.1
2918	064990.1,385250.1,209370.1
2919	065020.1,133060.6,193360.1
292	005740.1,314910.1
2920	065050.1,402010.1
2921	065150.1,217110.1
2922	065180.1,304160.1,123740.1,244800.1,291760.1
2923	065220.1,106910.1
2924	065230.1,259800.1
2925	065240.1,065270.1
2926	065290.1,198080.1,276110.1
2927	065310.1,295870.1,416150.1,029710.1
2928	065340.1,114380.1
2929	065350.1,114400.1
293	005750.1,314920.1
2930	065360.1,139670.1,116610.2,
2931	065440.1,423310.1
2932	065450.1,446090.2
2933	065570.1,200330.1,069240.1,145080.1
2934	065580.1,209820.1,442880.2,107250.2,224850.1
2935	065590.1,153800.1,107260.1
2936	065640.1,235540.1
2937	065670.1,331440.1
2938	065750.1,190830.1,449390.1,389480.1
2939	065760.1,096440.1,331130.1
294	005830.1,256790.1,420510.1,411540.1
2940	065770.1,203980.1
2941	065780.1,203990.1
2942	065790.1,143350.1,204000.1
2943	065800.1,204010.1
2944	065810.1,430200.1
2945	065820.1,204020.1
2946	065830.1,085700.1,331150.1,096470.1,299180.1
2947	065840.1,304180.1,139210.1
2948	065850.1,175760.1
2949	065860.1,175780.1,225080.1,242890.1
295	005870.1,174160.1
2950	065870.2,175800.1
2951	065920.1,077740.1
2952	065990.1,313570.1
2953	066010.1,178320.1,075470.2,214520.1
2954	066020.1,075480.1
2955	066030.2,075490.3
2956	066120.1,364920.1
2957	066130.2,364930.1,195640.1,089310.1
2958	066150.1,188250.2
2959	066160.1,364940.1,263530.1
296	005920.1,017650.1,017590.1,397700.2,078760.1,017630.1,043260.1,017600.1,017620.1
2960	066180.1,093890.1,233440.1
2962	066210.1,091790.1
2963	066280.1,174050.1
2964	066290.2,174060.3,448740.1
2965	066320.1,447690.1
2966	066340.1,146950.1
2967	066360.1,079530.1,151110.1
2968	066370.1,319220.1,345190.1
2969	066380.1,293290.1
297	005930.1,156180.1,024950.1,324030.1,034770.1,165000.1,279880.1,170590.1,037070.1,119680.1,164990.1,372290.1,015240.1,263350.1
2970	066400.3,293280.1
2971	066430.2,439690.1
2972	066440.1,439700.1
2973	066450.1,439720.1,353720.2,
2974	066500.2,139530.1
2975	066510.4,139520.1
2976	066520.1,305440.1
2977	066530.1,166690.1,085160.1
2978	066540.1,201080.1
2979	066560.1,087690.1
298	005950.1,395440.1
2980	066580.1,087680.1,147470.1
2981	066590.1,087670.1,147480.2,
2983	066620.1,087600.1,087590.1
2984	066660.1,083740.2
2986	066690.1,451060.1,259700.1,296770.1
2987	066700.1,421730.1
2988	066720.1,307420.1,410150.1,307640.1,435750.1,090560.1,090550.1,387980.1,046870.1
2989	066730.1,292510.1
299	005960.1,395430.1
2990	066740.1,376790.1,297750.1,297760.1,297770.1
2991	066760.1,337260.2
2992	066820.1,144880.1
2993	066830.1,322840.1
2994	066840.1,322830.2
2995	066870.1,237260.1
2996	066880.1,343590.1
2997	066930.1,221910.1
2998	066960.1,120790.1,179540.1,184450.1
2999	066980.1,066990.1
3	000060.1,087290.1
30	000560.1,038520.1
300	005970.1,181090.1,213780.1,373390.1,395420.1,373460.1,384460.1,027120.1,035020.1,188550.1,225000.1
3000	067000.1,109960.1,298380.1
3001	067020.1,244990.1
3002	067050.1,181990.1
3004	067100.1,371120.1
3005	067140.1,302950.1,238800.1,397430.1,301220.1,254010.1,061190.1,335110.1,182520.1
3006	067150.1,398510.1
3007	067180.1,107440.1,440530.1
3008	067190.1,326170.1
3009	067240.1,105400.1
301	005990.1,395410.1
3010	067250.1,105390.1,099880.1
3011	067260.1,105380.1
3012	067280.1,345130.1,099920.1,105350.1
3013	067290.1,206640.1
3014	067320.1,105330.1,148870.1,042530.1,273080.1,336410.1
3015	067370.1,105280.1
3016	067390.1,105270.1
3017	067410.1,442740.1,409870.1,439320.3,
3018	067430.2,442710.1,305060.1,409900.1
3019	067450.1,213390.1
302	006000.1,395390.1
3020	067470.1,213400.1,420820.1,053290.1
3021	067480.1,213410.1
3022	067510.2,340110.1
3023	067520.1,340100.1,081670.1,455350.1
3024	067550.3,293200.1,315790.1
3025	067570.1,301710.1
3026	067580.4,100830.2
3027	067620.1,093110.1
3028	067630.1,292240.1
3029	067640.1,149490.2,181040.1,363210.1
303	006010.1,395350.1,008690.1
3030	067650.2,363230.1,181020.2,
3031	067660.1,216940.1
3032	067670.1,216930.1
3033	067690.1,126980.2,193640.1
3034	067700.1,439300.1,409700.2,
3035	067720.1,439290.1
3036	067730.1,178700.1
3037	067780.1,402340.1
3038	067790.1,402330.1
3039	067800.1,402320.1,104710.1
304	006020.1,458880.1
3040	067830.1,162620.1
3041	067840.1,288290.1,314820.1,425890.1
3042	067880.1,430800.1
3043	067930.1,419600.1
3044	067940.1,317130.1,301830.1,419610.1
3045	067950.1,317140.1,095230.2,
3046	067970.1,322370.1
3047	067990.1,341020.2,194920.1
3048	068080.1,254100.1
3049	068100.1,119600.1,350810.1
305	006030.2,458890.1
3050	068110.1,119590.1
3051	068130.3,119580.1,119570.2,
3052	068150.1,361520.1,173200.2,
3053	068160.2,405720.1,448440.1
3054	068170.1,218680.1
3055	068180.1,210610.1,255460.1,165970.1,164740.1,164750.1,079780.1
3056	068190.3,148480.1,068210.1
3057	068240.1,429070.1,162570.1,184300.1
3058	068260.1,162580.1
3059	068270.1,315650.1,431440.1
306	006050.1,458920.1
3060	068300.1,315620.1,327300.1,259440.1,347750.1
3061	068310.2,315610.1,259450.1
3062	068330.1,315580.1
3063	068340.1,315570.1
3064	068350.1,315520.1
3065	068360.3,315510.1
3066	068370.1,130660.1
3067	068400.1,393540.1
3068	068450.2,369920.1,339550.2,443060.1
3069	068460.2,430970.1
307	006060.1,412060.1
3070	068480.1,415520.1
3071	068500.1,165500.1,388620.1
3072	068520.2,085560.1,434110.1
3073	068550.1,211420.1
3074	068570.1,182950.1
3075	068580.1,235870.1,281030.1,118750.1,235890.2,235880.1
3076	068590.1,093070.1
3077	068600.1,351970.1
3078	068610.1,333980.1
3079	068620.1,333970.1
308	006080.1,301720.1,198850.2,164930.1
3080	068630.2,333960.1
3081	068660.1,444380.1,273730.1
3082	068670.1,401900.1
3083	068780.1,192850.1
3084	068800.1,437720.1
3085	068840.1,370080.2
3087	068870.1,325790.1
3089	068900.2,167000.1
309	006110.1,319410.1,415980.1
3090	068910.1,193840.1
3091	068920.1,167030.1
3093	068940.1,269590.1
3094	068960.1,269600.1
3095	069040.1,215820.1,382690.2,
3096	069050.1,382680.1,106860.1,040650.1,388850.1,269060.1
3097	069070.1,215860.1
3098	069130.1,251370.1,223460.1,069140.1,069150.1
31	000570.1,038510.1
310	006140.1,319440.1
3100	069170.1,091450.1,126210.1,411100.1,123530.1
3101	069280.1,193460.1
3102	069300.1,433510.1,313150.1
3103	069320.1,299410.1
3104	069330.1,266540.1,228990.1
3105	069340.2,299430.3
3107	069370.1,166380.1,080410.1,454520.1
3108	069420.1,401130.1,138170.1
3109	069430.2,401140.2,275420.1
311	006150.1,319450.1,333540.1,008960.1,326580.1
3110	069450.1,347240.1,205540.2,
3111	069460.1,348700.1,425170.1,425150.1,425160.1,402430.1
3112	069470.1,385720.1,312300.1
3113	069500.1,399900.1
3114	069510.1,362120.1
3115	069520.1,087090.1
3116	069550.1,362070.1
3117	069570.1,069580.1,362040.1
3118	069590.1,362020.1
3119	069600.2,362010.1,262350.1
312	006160.1,319460.2,106850.1,083370.1
3120	069620.1,361990.1
3121	069640.1,258880.1
3122	069680.1,226500.1
3123	069690.1,108630.1
3124	069700.1,404430.1
3125	069710.1,069720.1
3126	069730.1,204590.1
3127	069740.1,204580.1
3128	069760.1,212010.1
3129	069770.1,083920.1
313	006170.1,025700.1
3130	069780.1,341130.4
3131	069810.1,434460.1,203870.1
3132	069820.1,412890.1
3133	069830.1,426020.1,157300.1,152180.1
3134	069860.1,069890.1,057370.1,401210.1,069870.1,069880.1,401220.1,160840.1,153580.1,157360.1,365360.1,318670.1,388260.1,433090.1,387080.1,118560.1,401260.1
3135	069940.1,386480.2,237300.1
3136	069960.1,291880.1,456380.1
3137	069970.2,291890.1,369930.1
3138	070070.1,122220.1
3139	070080.1,122210.1
3140	070090.1,165790.1,410310.1
3141	070100.1,367340.1
3142	070110.1,367350.1
3143	070150.1,370680.1
3144	070180.1,090900.3,208400.1,251460.1,348670.2,
3145	070190.1,197020.3
3146	070240.1,190730.1
3147	070260.1,369640.1,209100.1,301910.1
3148	070300.1,127400.1
3149	070310.1,127380.1,266320.2,
315	006190.1,363510.1
3150	070330.1,363970.1
3151	070350.1,329760.2
3152	070370.1,140650.1,329770.1
3153	070420.1,161630.1
3154	070430.1,201460.1
3155	070500.1,229270.1
3156	070530.1,234090.1
3157	070560.1,070580.1
3158	070570.1,070590.1
3159	070660.1,233930.2
316	006210.1,457770.1
3160	070680.1,233910.1
3161	070700.1,233870.1
3162	070710.1,326940.1
3163	070720.1,126420.1
3164	070760.1,410530.1,092690.1
3165	070770.1,457050.1
3166	070800.1,365650.1
3167	070870.1,092320.1,351580.1,372920.1,283800.1
3168	070890.1,165520.1,375830.1
3169	070900.1,201340.1,320710.1,280750.1
317	006220.1,457790.1,227920.1,124480.1
3170	070910.2,201350.1,403280.1,066680.2,
3171	070920.1,201360.1
3173	070940.1,143270.1
3174	071020.1,421530.1
3175	071050.1,297520.1
3177	071130.3,411840.2,287810.1
3178	071140.1,342030.1
3179	071160.1,159580.1,258600.1
318	006240.1,124540.1
3180	071170.1,159570.1
3181	071190.4,145190.1,205180.1
3182	071200.1,262200.1
3183	071280.1,104740.1,287910.1
3184	071290.1,104730.1
3185	071300.1,104750.2,230890.1,364900.1,402220.1,410660.1
3186	071330.2,331960.3
3187	071340.1,097780.1,104770.1
3189	071370.1,453300.1,230870.1
319	006250.2,457780.1
3190	071410.1,453260.1
3191	071430.1,231770.1
3192	071480.1,293370.1
3193	071500.1,189290.1,256430.1
3194	071540.1,193070.1,322180.1,452240.2,247710.1
3195	071560.1,164370.1,331670.1,385740.1
3196	071570.3,164400.3
3197	071590.1,155750.1,164440.2,
3199	071630.1,304690.1,164500.1,172750.1,278140.1
32	000580.1,038490.4
320	006260.1,458130.1,105550.2,
3200	071680.1,453990.1,091830.1,263870.1,175250.1,430060.1,430050.1
3201	071690.1,235310.2,264140.1
3202	071710.1,220470.1
3203	071720.1,444100.1,188060.1,210470.1
3204	071740.1,398370.1
3205	071760.1,268170.1
3206	071800.1,074550.1,226290.1
3207	071830.1,231850.1,314790.1,373660.1
3208	071840.1,200300.1
3209	071880.1,332070.1,410360.2,266650.1
321	006280.1,261000.1
3210	071990.1,150050.1
3211	072000.1,150040.1
3212	072020.1,150030.1
3213	072060.1,149980.1
3214	072070.1,149970.1
3215	072090.1,123980.1
3216	072100.1,149930.1
3217	072140.1,279690.1
3218	072160.1,170960.1,279700.1,247340.1,083650.1
3219	072170.1,279710.1
322	006320.1,371270.2,395920.1,416620.1
3220	072180.1,279720.1
3221	072190.1,279730.1,396120.1
3222	072200.1,341370.1
3223	072210.1,308580.1
3224	072220.1,308590.1,439330.1
3225	072280.1,433100.1
3226	072290.1,081780.1
3227	072390.1,072400.1
3228	072480.1,324070.1
3229	072550.2,266700.1
323	006340.3,080780.1
3230	072560.1,292270.1,452950.2,
3231	072570.1,292290.1
3232	072600.1,241550.1
3233	072640.1,354510.1
3234	072650.1,335200.1
3235	072700.1,315020.1
3236	072710.1,347920.1,299500.1,315030.1,392400.1,421790.1,392410.1,072720.2,
3238	072740.1,349860.1
3240	072820.1,087790.2,183690.1,383990.1
3241	072830.1,183700.2
3242	072840.1,183710.1
3243	072850.1,183720.1
3244	072860.1,202580.1,323440.1
3245	072870.1,202570.3
3246	072880.2,377690.1
3247	072890.1,072900.1,184270.1,115660.1
3248	072940.1,350980.1
3249	072970.1,371170.1
325	006360.1,387000.1,412150.2,315050.1,297720.1,034450.1
3250	072990.1,143810.1
3251	073000.1,097390.1
3252	073020.1,097350.1,445650.1,204680.1
3253	073040.1,097340.1
3254	073070.1,356170.1,294500.1
3255	073080.1,098460.1
3256	073100.1,191510.1
3257	073110.1,191520.1
3258	073140.3,140280.1
3259	073150.2,376040.1
326	006370.1,394630.1
3260	073170.1,222440.1
3261	073180.1,222430.1
3262	073190.1,260630.1,196340.1
3263	073240.1,161950.1
3264	073250.1,161960.2
3265	073260.1,417310.1
3266	073320.1,302360.1
3268	073360.1,174760.1,249230.1,107640.1
3269	073370.1,340940.1,260780.1
327	006400.1,403110.1,416450.1
3270	073380.1,174750.1
3271	073390.1,184370.1,162520.1,249970.1
3272	073400.1,184380.1
3274	073430.1,118490.1
3275	073440.1,216780.1
3276	073480.5,417930.1
3277	073500.1,429760.1,429740.1,267850.1
3278	073510.1,297980.1,326330.1,449510.1
3279	073550.1,456290.1
328	006430.1,013690.1
3280	073600.1,336890.1
3281	073640.1,110050.1,092330.1
3282	073650.1,349770.1
3283	073680.1,175390.1
3284	073690.1,257330.1,440790.1
3285	073810.1,250010.1
3286	073820.1,249990.1
3288	073890.1,249920.1
3289	073900.1,249900.1
329	006440.1,059690.2,436660.1,432940.1,270220.1
3290	073940.1,321450.2,376650.3,
3291	073950.1,405630.2,275070.2,
3292	073970.2,376800.1
3293	073980.1,376810.2
3294	074010.1,193300.1
3295	074030.1,400160.1
3296	074090.2,100260.1,263080.1
3297	074100.2,100250.2
3298	074120.1,279150.1
3299	074130.1,242650.1
33	000600.2,038470.1
330	006470.1,293460.1
3300	074170.1,246330.1
3301	074240.1,198760.1
3303	074310.1,095770.1
3304	074320.1,095760.1
3305	074330.1,095750.1
3306	074340.1,095740.1,140310.1,209640.1
3307	074380.1,292640.1
3308	074420.1,188420.1
3309	074450.1,301000.1
331	006480.1,340090.1,045780.2,262590.1
3310	074480.1,301630.1
3311	074570.1,456000.1
3312	074590.1,138380.1
3313	074600.1,321700.1
3314	074620.1,179570.1
3315	074650.1,364060.1
3316	074660.1,084100.5
3317	074690.1,394720.1
3318	074710.1,394700.1
3319	074720.1,394690.1
332	006490.1,340080.1,045800.1
3320	074780.1,163530.1
3321	074800.1,390250.1,151380.1
3322	074820.1,163560.1,259690.1
3323	074830.1,400360.1,347710.1,450080.1,408120.1,325430.1,334490.1
3324	074840.1,263500.1
3325	074860.1,113580.3
3326	074870.1,113590.1
3327	074890.1,113610.1
3328	074900.1,113620.1
3329	074930.1,410030.1
333	006500.1,340070.1,303790.1
3330	074950.1,410040.1
3331	074980.1,331460.1
3332	075000.1,190740.1
3333	075010.1,190750.1
3334	075030.2,269520.1
3336	075080.1,407130.1
3337	075090.1,171340.1,304390.1
3338	075110.1,407120.1,269560.1,304370.1
3339	075120.1,320520.1
334	006510.1,046860.1,090100.1,225620.1,329750.1,130880.1,130910.1,217040.1
3340	075150.1,212110.3,169880.3,
3341	075160.1,169890.1
3342	075220.1,084240.1
3343	075240.1,204860.1,178930.1
3344	075260.1,178990.1,400380.1
3345	075270.2,141220.1
3346	075280.1,115210.1
3347	075330.1,439270.1,358240.1
3348	075350.1,121960.1
3349	075370.1,121970.1,358270.1
335	006520.1,366010.1,382030.1
3350	075500.1,160590.1,441970.2,
3351	075550.1,125880.1
3352	075570.1,387850.6
3353	075610.1,301890.1
3354	075640.1,231780.1
3355	075650.1,265430.1
3356	075660.1,265440.1
3357	075670.1,265460.1
3358	075680.1,111770.1,125920.1
3359	075710.1,398750.1
336	006550.1,320950.1
3360	075780.1,194570.1
3361	075800.1,104380.1
3362	075840.1,385510.1
3363	075900.1,267650.1
3364	075950.1,267620.1
3365	075960.1,166680.1
3366	075970.1,101500.1,098140.1,403180.1
3367	075990.1,102810.1,101530.1
3368	076000.1,101540.2
3369	076020.1,101550.1
337	006560.1,320940.1
3370	076030.1,252300.2,244340.1,093900.1
3371	076040.1,252290.1,107180.1
3372	076050.1,252280.1
3373	076060.2,252260.1,446340.1,105720.1
3374	076070.1,252250.1,266740.1
3376	076150.1,252200.1,435180.1,076140.1,409640.1
3377	076200.1,270920.1
3378	076220.1,151450.1
3379	076330.1,401630.1
338	006570.1,213840.1
3380	076360.1,457850.1
3381	076400.1,217100.1
3382	076410.1,103190.1
3383	076430.1,319480.1
3384	076440.1,275540.1,439870.1
3385	076450.1,371190.1
3386	076470.1,371180.1
3387	076480.2,078930.1
3388	076590.1,432090.1,242640.1
3389	076600.1,279170.1,432110.1
339	006590.1,320910.1
3390	076620.1,142280.1,432140.1,242620.1
3391	076640.1,142290.1
3392	076690.1,306650.1,094260.1
3393	076710.1,306630.1,306640.1
3394	076720.1,306620.1
3395	076730.1,306610.2
3396	076740.1,306600.1
3397	076820.1,283630.1
3398	076840.1,280200.1,228130.1
3399	076850.2,314430.1,389320.1,198440.1
34	000630.1,368660.1
340	006600.1,320900.1,253000.2,
3400	076860.1,160770.1
3401	076870.1,398030.1
3402	076880.1,398080.1,350620.1
3403	076890.1,124010.1,078590.1
3404	076930.1,183760.1
3405	076960.1,095900.1
3406	077090.1,340540.2
3407	077100.3,348890.2
3408	077190.1,436410.1,226430.1,414680.1
3409	077230.3,143620.1,098050.1
341	006620.1,320870.1
3410	077240.1,143610.1
3411	077270.1,394600.2
3412	077280.2,250740.1
3413	077290.1,197870.1,247580.1
3414	077300.1,250760.2,119950.1,441700.1
3416	077350.2,450260.1
3417	077360.1,236060.1
3418	077380.1,161790.2
3419	077410.2,104540.1,458500.2,102100.1
342	006650.1,320850.1
3420	077430.1,227030.1
3421	077470.1,366310.1,159610.1
3422	077510.1,157390.1
3423	077520.1,181520.1
3424	077540.1,181510.1
3425	077570.2,168600.3
3426	077580.1,198690.1
3427	077590.1,168610.1,330970.1
3428	077600.1,168630.1,438750.3,198700.1
3429	077620.1,164540.1
343	006660.1,320810.1,071010.3,
3430	077640.1,435530.1
3431	077650.1,435540.1
3432	077660.1,435550.1
3433	077670.1,435560.1,380520.1,206770.1
3434	077730.1,206750.1
3435	077760.1,364210.1
3436	077820.1,357060.1,079180.1,214730.1
3437	077830.1,135940.2
3438	077860.1,334750.1
3439	077880.1,366530.1
344	006670.1,320790.1,071000.1,156250.1,421540.2,
3441	078070.1,389750.1
3442	078080.1,389760.1
3443	078130.1,285620.1
3444	078190.1,347450.1
3445	078200.2,081270.1
3446	078210.1,081300.1
3447	078230.1,390810.1
3448	078260.1,390780.1
3449	078280.1,436290.1
345	006680.1,421560.1,070970.1,070980.1
3450	078330.1,283920.1
3451	078380.1,113860.1,151700.3,
3452	078390.1,221860.1
3453	078400.1,316760.1,205760.1
3454	078410.1,221850.1
3455	078430.1,221840.1
3456	078450.1,221810.1
3457	078470.1,281100.1
3458	078480.1,281090.1
3459	078490.1,211140.1
346	006700.1,354000.1,061300.1,402350.2,225930.1,402280.1,372780.1,232080.1
3460	078520.1,276890.1
3461	078530.1,121680.1
3462	078550.1,414490.1,402260.1
3463	078560.1,402250.1
3464	078570.1,402240.1
3465	078580.1,402230.2,137530.1,230920.1
3466	078620.1,306460.1
3467	078680.1,300280.1,101790.1
3469	078850.1,115810.1,332090.2,
347	006720.1,019040.1
3470	078860.1,135680.1
3471	078870.1,135670.1
3472	078980.1,298450.1
3473	079030.1,358330.1,400100.1
3474	079040.1,416250.1
3475	079050.1,233540.1,173940.1,058070.1
3476	079080.1,342530.1
3477	079090.1,342520.1
3478	079120.2,307180.1
3479	079130.1,307190.1
348	006770.1,410400.1,024140.1,383470.1,283030.1,410390.1,302020.1,314330.1,142230.1,219100.1
3480	079150.1,307220.1
3481	079160.1,318280.2,369740.1
3482	079170.1,318270.1
3483	079190.1,214750.1
3484	079220.1,214770.2
3485	079230.1,214780.1
3486	079250.2,326970.2,200170.1,412570.1
3487	079260.1,275220.1
