Desc	Family ID	FRAX00	FRAX01	FRAX03	FRAX04	FRAX05	FRAX06	FRAX07	FRAX08	FRAX09	FRAX11	FRAX12	FRAX13	FRAX14	FRAX15	FRAX16	FRAX19	FRAX20	FRAX21	FRAX23	FRAX25	FRAX26	FRAX27	FRAX28	FRAX29	FRAX30	FRAX31	FRAX32	FRAX33	Oeuropea
10002804	10002804	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1
10002805	10002805	1	1	2	1	1	1	1	2	2	1	2	2	1	1	1	2	1	2	0	1	1	1	0	2	2	2	2	2	3
10002806	10002806	1	1	1	1	1	1	2	2	1	1	4	1	1	0	1	2	1	2	1	1	1	1	5	5	3	1	1	2	1
10002807	10002807	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	3
10002809	10002809	0	1	0	2	0	0	1	2	1	2	0	1	1	0	0	0	2	0	0	1	0	1	3	1	1	2	1	1	1
10002811	10002811	2	2	1	2	1	2	2	1	2	2	2	2	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	1
10002812	10002812	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
10002813	10002813	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	2
10002814	10002814	1	1	1	0	2	1	0	0	1	1	1	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	1
10002815	10002815	0	0	0	2	2	0	3	2	0	2	2	1	1	0	0	0	0	0	0	1	0	2	3	3	2	5	3	3	2
10002816	10002816	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1
10002817	10002817	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10002819	10002819	1	1	2	0	1	1	0	1	0	0	2	2	1	0	1	1	1	1	1	1	0	1	1	2	2	1	2	1	3
10002820	10002820	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
10002821	10002821	2	2	1	1	1	2	1	1	2	1	2	1	2	2	0	2	1	1	1	1	2	2	1	1	1	2	2	1	1
10002822	10002822	5	1	1	0	3	1	2	3	2	2	3	2	1	0	0	2	1	1	0	1	2	2	2	4	3	3	3	2	1
10002823	10002823	2	2	0	2	1	2	2	1	2	2	2	2	1	2	2	2	1	2	1	0	1	1	2	1	1	2	2	1	2
10002824	10002824	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
10002825	10002825	2	2	1	2	2	2	2	1	2	2	2	1	1	1	1	1	0	2	2	2	1	2	2	2	1	2	1	1	1
10002826	10002826	1	0	0	1	0	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	1
10002827	10002827	2	3	1	2	2	3	3	1	2	2	1	2	1	2	3	3	3	3	3	1	2	2	2	2	1	2	2	1	3
10002828	10002828	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10002829	10002829	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1
10002830	10002830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
10002831	10002831	2	2	2	2	2	2	2	2	1	1	2	2	4	2	2	1	1	3	2	3	3	2	2	4	4	1	3	1	1
10002832	10002832	2	2	3	3	2	2	2	1	2	2	3	3	2	1	1	2	1	1	1	2	3	2	2	3	3	2	3	3	3
10002833	10002833	0	0	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1
10002834	10002834	2	1	1	1	1	2	2	1	2	2	0	2	1	0	0	2	2	2	1	2	1	2	2	2	2	2	2	1	2
10002836	10002836	2	1	1	0	1	1	1	0	1	0	1	2	1	0	0	1	1	0	2	1	1	0	2	1	1	2	2	1	0
10002837	10002837	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10002838	10002838	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10002839	10002839	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10002840	10002840	2	2	3	2	2	2	3	2	3	3	3	2	2	1	3	2	1	2	3	2	3	2	3	3	2	3	3	3	3
10002842	10002842	2	3	3	2	2	2	2	1	3	2	2	1	1	1	2	2	0	1	1	2	3	2	2	2	2	2	2	2	7
10002843	10002843	2	1	1	1	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	0	2	1	2	2	2	2	2	2
10002847	10002847	2	3	1	2	2	2	2	1	2	2	1	2	3	0	2	2	1	2	3	2	2	1	1	2	2	2	2	2	2
10002848	10002848	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	0	0	1
10002849	10002849	1	1	1	0	0	1	1	2	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1
10002850	10002850	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2
10002852	10002852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10002853	10002853	1	3	1	1	1	4	1	1	1	1	1	1	1	3	4	1	1	1	3	2	1	1	1	1	1	1	1	1	1
10002854	10002854	2	3	3	3	4	2	4	2	3	3	2	2	1	2	2	2	1	3	2	2	1	2	1	2	0	3	0	4	4
10002855	10002855	2	2	1	2	2	2	2	1	2	2	1	2	1	2	2	2	1	1	1	2	2	2	2	1	1	2	1	2	1
10002856	10002856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
10002857	10002857	1	2	2	1	2	2	2	0	2	2	2	2	2	0	2	3	2	2	2	2	1	2	1	1	2	2	1	2	3
10002858	10002858	2	2	1	2	2	1	2	2	2	2	2	2	1	2	0	2	0	2	1	1	2	1	2	2	2	2	1	2	3
10002859	10002859	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
10002860	10002860	2	2	2	2	1	2	0	1	2	2	1	3	2	1	1	2	0	2	1	2	1	2	2	3	1	2	2	2	1
10002861	10002861	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1
10002862	10002862	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10002863	10002863	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
10002864	10002864	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	0	1
10002866	10002866	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1
10002867	10002867	2	1	1	2	1	2	2	2	2	2	2	1	2	2	1	3	1	2	0	1	2	2	0	1	1	2	1	1	1
10002868	10002868	1	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1
10002869	10002869	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	0
10002871	10002871	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10002872	10002872	2	2	1	2	1	1	2	2	1	2	2	1	2	2	1	2	1	2	2	2	1	1	2	1	2	2	1	2	2
10002875	10002875	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	0
10002876	10002876	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1
10002877	10002877	1	1	1	2	0	0	0	0	0	1	1	2	3	1	1	1	0	0	0	0	1	1	1	1	0	1	1	0	0
10002879	10002879	2	1	2	2	1	2	2	0	2	2	2	2	1	1	1	2	1	2	2	2	2	1	2	2	2	2	2	1	1
10002880	10002880	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10002881	10002881	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1
10002882	10002882	2	2	2	2	2	1	2	1	2	2	1	1	2	2	2	2	0	1	2	2	2	2	1	0	1	2	1	1	1
10002883	10002883	2	2	2	2	2	2	3	5	2	2	1	2	1	2	2	3	3	2	2	2	2	2	2	5	4	1	3	2	1
10002884	10002884	1	2	2	1	2	1	1	0	1	1	0	2	2	2	0	1	1	3	0	1	2	1	1	2	1	3	2	1	2
10002885	10002885	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1
10002886	10002886	2	1	3	2	1	2	2	1	3	2	1	1	1	0	2	1	2	1	1	2	2	2	1	2	2	2	2	1	2
10002887	10002887	2	2	1	1	1	2	2	1	2	2	1	1	1	2	2	1	2	2	2	1	1	1	2	0	1	3	1	2	2
10002888	10002888	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	1	1	1	1	0	0	0	1
10002889	10002889	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
10002890	10002890	1	2	1	1	0	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1
10002891	10002891	1	1	3	2	2	2	2	3	2	2	2	1	2	0	1	2	1	2	2	1	2	0	2	3	3	2	3	1	2
10002892	10002892	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1
10002894	10002894	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1
10002895	10002895	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
10002896	10002896	1	2	3	3	4	1	3	1	2	3	1	4	3	2	1	4	3	4	0	2	3	3	1	0	2	3	2	4	4
10002897	10002897	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
10002898	10002898	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10002899	10002899	2	1	1	2	0	3	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	0	1	0	0	1	0	1	3
10002900	10002900	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	1	1	0	1	1
10002901	10002901	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	2	1	0	0	0	1	1	0	0	1	0	1	1
10002902	10002902	1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1
10002903	10002903	2	2	0	2	1	1	1	1	2	2	1	1	1	2	2	2	3	2	2	2	1	2	0	0	1	2	2	2	3
10002904	10002904	0	0	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	1	2	0	1	0	0	3
10002905	10002905	2	3	2	2	4	2	3	2	2	2	3	2	3	2	3	1	2	1	1	2	3	2	2	2	1	2	1	3	3
10002906	10002906	2	1	2	0	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	2
10002908	10002908	3	3	2	3	3	2	2	2	3	2	2	2	1	3	3	3	1	3	3	1	1	3	2	1	1	2	2	2	3
10002909	10002909	2	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	2	2	2	3	2	2	2	2	2	1	2	3	4
10002911	10002911	2	1	2	1	1	1	2	1	2	2	0	1	1	2	0	2	1	1	1	2	2	2	1	2	2	2	2	1	2
10002912	10002912	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1
10002913	10002913	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0
10002914	10002914	1	2	1	1	1	1	1	1	2	2	1	2	2	2	1	2	1	2	2	1	1	2	2	1	2	1	1	2	4
10002915	10002915	2	2	1	2	2	2	2	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	1	2	2	1	2	1
10002916	10002916	3	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2
10002917	10002917	2	2	2	1	2	2	1	2	2	2	2	2	2	1	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2
10002919	10002919	1	1	0	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1
10002920	10002920	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1
10002921	10002921	0	1	0	0	1	1	0	2	1	0	4	1	1	1	0	1	0	1	2	2	2	0	1	2	1	1	3	1	2
10002922	10002922	2	2	1	1	1	1	2	0	2	2	0	2	2	1	3	1	2	1	0	1	1	1	1	1	1	1	1	2	3
10002923	10002923	1	1	2	2	4	2	2	3	2	2	2	2	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2
10002926	10002926	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	2	0	1	1	1	3	1	0	1	1
10002927	10002927	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0
10002928	10002928	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
10002931	10002931	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10002932	10002932	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	2	0	1	1	0	1	1	1	0	1	1	1
10002933	10002933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
10002935	10002935	1	1	0	1	2	2	1	1	2	2	0	2	0	0	1	0	0	1	1	1	1	2	0	0	1	1	1	0	3
10002936	10002936	1	0	0	1	1	0	1	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	1
10002937	10002937	2	1	1	2	1	1	2	1	2	2	1	1	2	1	0	2	1	0	1	1	2	1	1	0	2	1	1	2	1
10002938	10002938	2	2	1	2	1	2	2	1	2	2	1	2	2	2	1	1	1	2	1	1	1	2	1	2	2	2	1	2	2
10002939	10002939	2	1	2	1	1	1	1	3	1	1	4	3	3	2	1	2	5	3	3	5	1	2	4	5	5	1	2	2	1
10002940	10002940	0	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	1	1
10002941	10002941	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1
10002942	10002942	2	2	2	2	2	2	1	1	2	2	1	2	1	2	3	2	1	0	2	1	2	2	2	1	1	2	2	2	1
10002943	10002943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10002946	10002946	1	0	0	1	0	0	0	1	0	0	0	0	1	0	2	1	2	1	1	1	0	0	1	0	0	0	0	1	1
10002947	10002947	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10002948	10002948	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1
10002951	10002951	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1
10002952	10002952	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1
10002953	10002953	2	0	2	2	1	2	2	1	2	1	1	1	2	2	1	2	1	1	1	1	2	2	1	1	1	2	2	2	2
10002954	10002954	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	2	0	0	1	0	1	0	1	0	1	1	0	1	1
10002955	10002955	2	2	1	2	2	2	2	1	1	2	1	2	2	2	1	2	1	1	2	2	1	5	2	1	1	2	1	1	3
10002956	10002956	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2
10002957	10002957	2	0	3	1	4	2	1	2	0	0	0	1	4	1	1	0	1	2	1	1	1	1	0	4	3	0	5	1	2
10002958	10002958	1	1	2	2	2	2	2	0	2	2	3	2	1	1	2	1	1	2	2	2	2	2	1	1	2	2	2	2	3
10002959	10002959	0	0	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	1	1
10002960	10002960	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
10002961	10002961	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10002962	10002962	0	0	0	2	0	1	1	1	0	2	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	0	1	0
10002963	10002963	1	1	2	2	1	1	1	1	1	1	2	2	2	1	0	1	2	2	1	1	1	1	2	1	2	1	1	1	1
10002964	10002964	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1
10002965	10002965	2	2	2	1	1	2	2	1	2	2	1	2	2	1	2	2	0	2	2	1	2	2	1	2	1	2	0	2	3
10002967	10002967	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1	2
10002968	10002968	1	1	2	1	2	2	1	1	2	2	2	2	2	1	1	1	1	2	1	2	2	1	2	3	0	1	0	2	2
10002969	10002969	2	2	1	2	1	1	2	1	1	3	2	1	1	2	1	2	2	1	1	1	1	2	1	2	3	1	2	1	1
10002970	10002970	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1
10002971	10002971	3	1	2	3	2	3	2	2	2	3	2	2	2	1	2	3	3	2	3	2	3	2	2	3	3	3	3	4	3
10002972	10002972	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10002974	10002974	1	0	0	0	2	1	2	0	2	2	0	1	1	0	0	1	1	1	1	0	2	1	0	1	1	2	0	1	2
10002975	10002975	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
10002976	10002976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
10002977	10002977	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	2
10002978	10002978	1	1	2	2	2	2	2	1	2	2	2	2	2	1	1	2	1	1	2	1	2	2	1	2	2	2	2	2	1
10002979	10002979	3	2	1	1	1	1	2	2	2	2	2	1	1	0	1	2	2	1	2	2	1	2	2	2	2	2	2	1	3
10002980	10002980	1	0	0	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	1	1
10002981	10002981	2	2	1	0	1	2	2	2	2	2	1	0	0	2	2	1	1	0	1	1	1	1	1	0	1	1	2	0	2
10002983	10002983	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10002984	10002984	2	2	1	2	1	2	2	2	2	2	2	1	1	1	1	2	2	2	1	2	2	2	2	1	2	2	1	2	2
10002986	10002986	3	0	1	0	1	0	0	2	0	0	1	0	1	0	0	0	0	1	3	2	0	0	1	2	2	0	1	0	2
10002987	10002987	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
10002988	10002988	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	3
10002989	10002989	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	0	0	2
10002991	10002991	3	1	1	3	3	2	2	1	2	3	1	0	1	2	1	1	1	2	2	0	1	3	2	1	2	2	1	2	1
10002992	10002992	1	1	2	1	2	2	2	1	2	2	0	2	2	2	1	2	2	0	1	1	1	1	2	1	2	2	1	1	2
10002993	10002993	0	1	3	2	3	0	0	1	0	0	1	1	1	2	1	0	2	2	1	3	1	2	2	2	0	1	2	1	1
10002994	10002994	2	2	2	1	2	2	2	2	2	2	2	0	1	1	2	1	2	1	1	2	2	0	2	2	2	2	1	2	2
10002995	10002995	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
10002996	10002996	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	2
10002997	10002997	2	2	1	2	1	2	2	1	2	2	1	1	1	2	2	2	1	2	2	1	1	2	1	1	2	1	2	2	2
10002998	10002998	1	2	2	2	1	2	2	2	2	2	1	1	1	1	1	1	1	2	1	2	1	1	3	2	1	2	2	2	2
10002999	10002999	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1
10003000	10003000	2	2	1	0	2	1	2	1	2	2	1	1	0	0	1	2	2	2	1	1	1	1	2	0	2	1	1	1	3
10003002	10003002	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1	0	1
10003003	10003003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
10003004	10003004	2	0	3	3	2	1	2	2	3	2	2	2	3	1	1	2	1	3	0	2	4	4	4	3	1	3	2	4	3
10003005	10003005	2	2	0	2	1	2	1	0	2	2	1	2	1	1	1	1	1	1	0	1	0	2	1	0	0	2	0	1	1
10003006	10003006	1	1	1	0	3	0	0	0	0	0	2	1	1	0	0	0	1	0	0	1	2	0	0	1	1	0	0	3	1
10003007	10003007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10003008	10003008	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10003009	10003009	1	2	2	1	2	1	1	1	2	2	1	1	2	2	1	3	0	2	2	1	2	2	2	1	0	2	1	2	2
10003010	10003010	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
10003013	10003013	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	0	0	1
10003014	10003014	2	0	1	1	2	3	2	2	2	2	2	0	2	2	1	2	2	2	1	1	2	3	2	2	1	2	3	2	2
10003015	10003015	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
10003016	10003016	1	1	1	1	1	1	1	2	1	2	2	1	1	0	1	1	1	1	1	2	1	1	1	1	1	0	2	1	1
10003017	10003017	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	1
10003018	10003018	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0
10003019	10003019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10003020	10003020	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0
10003022	10003022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10003025	10003025	1	2	1	2	0	1	0	2	0	1	1	1	0	2	1	0	3	1	2	1	1	2	3	2	2	0	3	1	3
10003026	10003026	1	1	2	2	2	1	1	1	2	2	0	2	1	1	1	2	2	1	1	1	2	2	1	1	1	2	1	2	1
10003028	10003028	1	1	1	1	1	2	1	1	1	2	2	1	1	0	2	2	0	1	1	1	1	1	2	2	2	2	2	2	1
10003029	10003029	2	2	2	2	2	2	2	2	2	3	2	2	2	1	2	2	2	2	1	2	2	2	1	2	1	3	2	2	2
10003031	10003031	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
10003032	10003032	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1
10003034	10003034	2	2	1	2	1	2	2	2	1	2	2	1	1	0	1	2	0	1	2	1	1	1	1	2	2	1	1	1	2
10003035	10003035	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1
10003036	10003036	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
10003037	10003037	2	1	2	0	2	2	2	1	2	2	1	1	1	0	2	2	1	2	2	2	1	2	1	1	2	2	1	2	2
10003038	10003038	2	1	0	2	1	2	2	1	2	2	1	0	1	2	2	2	2	2	2	0	1	2	2	1	1	2	2	2	2
10003040	10003040	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0
10003041	10003041	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	0
10003042	10003042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10003043	10003043	1	1	2	1	2	0	0	2	0	0	2	1	1	0	0	0	0	2	0	0	1	0	0	1	0	0	0	1	1
10003045	10003045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10003046	10003046	2	2	1	2	2	2	2	2	2	2	1	2	2	1	1	2	0	1	1	1	2	1	0	2	1	2	1	1	3
10003048	10003048	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	3
10003049	10003049	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1
10003051	10003051	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
10003053	10003053	1	1	0	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1
10003054	10003054	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	3
10003055	10003055	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0
10003056	10003056	0	1	2	0	0	0	0	1	0	0	2	0	1	0	0	0	1	5	0	0	0	1	0	1	0	0	1	0	1
10003057	10003057	3	2	3	2	3	2	2	2	3	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	3
10003058	10003058	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
