Family ID	FRAX00	FRAX01	FRAX03	FRAX04	FRAX05	FRAX06	FRAX07	FRAX08	FRAX09	FRAX11	FRAX12	FRAX13	FRAX14	FRAX15	FRAX16	FRAX19	FRAX20	FRAX21	FRAX23	FRAX25	FRAX26	FRAX27	FRAX28	FRAX29	FRAX30	FRAX31	FRAX32	FRAX33	Oeuropea
10007290	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2
10007301	2	2	2	1	2	2	2	2	2	2	0	2	1	2	1	2	2	2	2	1	2	1	2	0	2	2	2	2	2
10007303	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	2	2	2	1	2	2	2
10007306	2	1	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	0	1	2
10007308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1
10007313	2	1	2	2	2	2	2	2	2	2	3	2	2	0	1	2	2	2	1	2	2	2	2	2	1	2	2	1	1
10007316	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	2	2	1	2	1	2	2	1	2	2	2	2	2	2
10007317	1	2	2	2	1	2	2	2	2	2	2	1	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2
10007321	2	2	3	2	1	2	2	1	2	0	2	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	1	2	2
10007322	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	1	2	2	2	2	2	1	2	2	2	2
10007323	2	2	1	2	2	2	2	1	2	1	2	2	1	2	1	2	1	2	2	2	2	1	2	2	2	2	2	1	2
10007324	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	1	2	1	1	2	2	2	1	2
10007326	2	1	2	2	2	2	2	0	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	1	2	2	4
10007329	2	3	2	2	1	2	1	1	2	2	1	2	2	1	2	2	1	2	1	2	2	2	1	2	2	2	2	2	2
10007331	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	2	1	1	2	2
10007333	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	1	2	2	2	1	2	2	3
10007334	2	2	1	2	2	2	2	2	2	2	2	2	1	0	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2
10007335	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	1	2	2	2	0	2	1	2	2	3
10007339	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	1	0	2	2	2	2	2	2	1	2	2	2	2	2
10007340	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	1	1	1	2	1	3	3
10007341	2	2	1	2	2	2	2	2	2	2	1	2	1	1	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2
10007342	2	2	1	2	2	2	1	1	2	2	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2
10007343	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	3	2	1	2	1	2	2	2	1	2	2	2	2	1
10007344	2	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	3
10007345	2	1	2	2	2	2	2	1	2	2	1	2	2	2	1	2	1	1	1	1	2	2	2	2	2	2	2	2	2
10007349	2	2	2	1	1	2	2	1	2	1	2	1	2	2	1	1	0	2	1	2	2	1	1	2	2	3	2	2	4
10007351	3	2	1	2	1	2	2	2	2	2	2	1	1	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	3
10007355	2	1	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2
10007362	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	1	1
10007364	2	1	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	0	1	2	2	2	2	2	3
10007366	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	3	2	2	2	2	1
10007369	2	2	2	2	2	2	3	1	2	2	2	2	2	1	2	2	1	2	0	1	2	1	2	2	2	2	3	2	2
10007373	2	1	2	2	2	2	2	1	2	2	1	2	1	1	1	2	1	2	2	1	2	2	2	2	1	2	1	1	3
10007382	1	1	2	2	2	1	2	1	2	1	1	2	2	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	3
10007383	2	2	2	2	2	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	1	1	2
10007385	1	2	1	2	3	1	2	2	2	2	2	2	2	1	1	3	2	2	1	2	2	2	2	2	2	1	2	2	2
10007387	2	2	1	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2
10007388	2	2	2	2	1	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2
10007389	3	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	1	2	1	2	1	2	2
10007390	2	1	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	0	2	2	2	1	2	2	2	2
10007391	2	2	2	2	1	2	1	1	2	2	2	2	1	2	2	6	1	2	2	0	2	2	2	2	1	2	2	2	2
10007393	2	1	2	2	2	2	2	0	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2
10007394	2	2	0	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	0	2	2	2	2	2	2	2	1	2
10007399	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	2	0	2	1	2	1	2	1	0	1	2	1	1	2
10007400	1	2	1	2	2	2	2	2	2	1	0	2	2	2	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2
10007401	1	2	2	2	2	2	2	2	2	2	2	1	2	0	1	1	1	1	1	2	2	3	2	2	2	2	2	2	2
10007403	2	2	0	2	1	2	2	1	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2
10007404	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2
10007406	1	2	1	0	2	1	1	0	2	0	0	2	1	1	2	1	2	1	2	2	1	0	2	2	2	1	2	2	3
10007409	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	1	1	2	2	1	1	1	2	2	2	2	2
10007411	2	2	2	2	2	2	2	1	2	1	2	1	2	2	1	2	0	2	2	2	2	2	2	2	1	2	2	2	2
10007412	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	3
10007413	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	1	2	2	2	1	2	1	2	2	1	2	2	2
10007415	2	2	1	0	2	2	2	2	2	3	2	2	1	2	2	2	1	1	2	2	2	3	2	1	2	2	2	1	2
10007416	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	1	2	2	2	2	2	1	2	2	1
10007418	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	2	2	0	2	2	2	1	2
10007422	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	1	1	2	2	2	1	2	1	2	2	2	1	2
10007425	2	2	2	2	2	2	2	2	1	2	1	2	2	2	0	2	2	1	1	2	2	1	2	2	2	2	2	2	2
10007427	1	1	2	2	1	1	2	1	1	2	1	2	2	2	1	3	2	2	2	1	2	2	2	2	2	2	2	2	3
10007432	2	2	2	2	2	2	2	0	2	2	2	2	1	1	1	2	2	2	1	2	2	1	2	2	2	2	2	2	3
10007434	1	2	2	2	2	3	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	4	1	2
10007437	1	2	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	1	2	2	0	2	2	2
10007439	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	2	1	2
10007440	2	2	2	1	2	2	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	3
10007442	2	1	2	0	2	0	1	2	2	1	2	1	2	1	0	2	0	1	1	0	2	1	1	1	2	0	2	2	3
10007446	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2
10007450	2	2	2	1	2	2	2	1	1	1	1	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	3
10007452	2	2	1	2	2	2	2	2	2	2	2	1	2	1	1	2	1	1	2	1	2	2	1	2	2	2	2	2	2
10007453	1	2	1	2	1	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2
10007454	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2
10007455	1	0	1	2	1	1	2	2	2	2	2	2	2	2	1	1	2	2	1	2	2	2	2	1	2	2	2	3	3
10007457	2	1	2	2	2	2	2	2	2	2	1	3	2	2	1	2	1	0	2	1	2	2	2	2	2	2	2	2	2
10007461	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2
10007464	2	2	2	2	1	2	1	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	3
10007465	2	0	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	1	2	2	1	2	2	2	2	3
10007469	2	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2
10007470	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	1	2	2	2	1	1	1	2	2	2	2
10007471	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	1	2	2
10007472	2	2	2	0	2	2	2	2	2	2	2	2	1	2	1	3	2	2	2	2	2	2	2	2	1	2	2	2	1
10007473	2	1	2	1	2	2	1	1	2	2	0	2	1	0	0	2	1	0	1	1	2	0	2	1	0	2	2	2	3
10007474	2	2	1	2	1	2	2	1	2	2	2	1	2	2	1	2	2	2	2	2	1	2	2	1	2	2	2	2	1
10007476	2	2	1	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2
10007479	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	1	1	1	2	2	1	1	2	2	2	2	2
10007480	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	2	2	2	2	1	2	2	2
10007481	1	2	2	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2
10007484	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	1	2	1
10007487	2	2	1	2	2	2	1	1	2	2	2	2	1	2	1	2	2	2	2	2	2	2	1	2	2	2	1	1	2
10007488	2	2	1	1	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2
10007490	2	2	2	2	2	2	2	1	2	2	1	2	2	2	1	3	2	1	1	1	2	2	2	2	1	2	1	1	2
10007491	2	3	1	1	0	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	3	2	0	1
10007493	2	2	1	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	1	2	2
10007494	2	2	2	1	2	2	2	1	2	2	1	1	2	0	2	2	2	2	0	1	2	2	2	2	2	2	2	2	2
10007498	1	2	2	1	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	0	2	2	3
10007501	2	2	1	2	2	3	2	1	2	2	2	2	1	2	2	2	2	0	2	2	2	2	1	2	2	1	2	2	2
10007503	2	1	2	1	2	2	2	1	2	2	1	2	2	2	2	1	2	1	2	1	2	1	2	2	2	2	2	2	3
10007504	2	1	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10007505	2	2	2	2	1	2	1	1	2	2	2	2	2	2	1	2	1	1	1	2	2	2	1	1	2	2	2	2	3
10007506	2	1	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	1	1	2	1	2	2	2
10007507	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	2	2	2	1	2	2	1	2	2	2	2	2
10007511	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10007512	2	2	2	1	2	2	2	1	2	2	1	2	1	2	2	2	1	1	2	2	2	2	2	1	2	2	2	2	2
10007513	2	1	2	2	2	2	2	1	2	2	1	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2
10007516	2	1	2	2	1	2	2	2	2	2	2	2	2	1	1	2	2	1	2	2	2	2	2	2	1	1	2	2	3
10007521	1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2
10007527	3	2	2	2	2	1	2	1	2	2	1	1	2	2	1	2	1	2	2	2	1	2	2	1	2	2	2	2	2
10007530	2	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	1	1	1	2	2	1	2	2	2	2	2	2	1
10007531	2	2	2	2	1	2	2	2	2	2	0	2	0	2	2	2	2	1	0	2	2	2	2	2	2	1	2	2	1
10007532	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	1	2	2	2	2	2	2	2	2	2	2	3
10007534	2	2	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	1	2
10007535	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1	2	2	2	3
10007536	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10007538	2	1	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	0	2	1	2	2	1	2	2	1	2	2	2
10007541	2	1	2	3	1	2	2	2	2	3	2	1	1	1	1	2	1	2	2	1	1	3	1	2	2	2	1	2	2
10007542	2	2	2	1	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	1	2	1	2
10007543	2	2	2	2	1	2	2	2	2	2	1	2	1	2	2	2	1	2	2	1	2	2	2	2	2	1	2	2	3
10007547	1	1	2	2	2	2	2	2	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2
10007548	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	0	1	2	2	1	2	2	1	2	2	2	2
10007549	2	0	2	2	2	2	2	1	2	2	2	2	2	0	0	2	2	1	1	2	2	2	2	2	2	2	2	2	2
10007550	2	2	1	2	2	2	1	1	2	2	2	1	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	2	2
10007552	2	2	2	2	2	2	2	1	2	2	1	2	1	1	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2
10007555	2	1	1	2	2	2	1	1	3	2	1	2	2	2	1	3	2	0	2	2	2	2	1	1	1	2	1	2	2
10007556	3	1	1	3	2	1	2	1	4	2	1	2	2	1	1	3	2	2	2	1	1	2	1	2	1	2	1	1	1
10007557	2	1	2	1	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1	1	1	3	1	1	2	3	1	3
10007561	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	0	1	2	1	2	2	2	2	2	2	1	2	1
10007563	2	2	2	2	2	2	2	1	2	2	1	2	1	1	1	2	2	2	2	2	1	2	2	0	2	2	2	2	3
10007568	2	2	2	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2
10007569	1	1	2	2	0	1	2	1	2	2	2	2	2	1	1	2	1	1	1	1	2	2	0	3	3	2	2	2	4
10007572	2	2	1	1	1	2	2	2	2	2	2	1	1	2	2	2	2	2	1	2	2	2	1	2	2	1	2	2	2
10007573	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	1	2	1	1	2	2	1	2	2	2	2	2	4
10007576	2	2	2	0	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	2	1	2
10007579	2	2	1	2	1	2	2	1	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
10007581	2	1	2	2	2	2	2	1	2	2	2	2	2	1	1	1	2	0	1	1	2	2	2	2	2	2	1	2	2
10007586	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	0	2	2	1	2	2	2	2	2	2	2
10007588	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	2	1	2	2	2	2	2	2	2	1	2
10007591	2	1	0	2	2	0	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3
10007592	1	2	2	4	2	2	2	0	2	2	2	2	1	1	1	2	2	1	2	2	1	1	2	1	2	2	2	2	3
10007594	2	1	1	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2
10007596	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	1	1	2	1	1	2	2
10007598	1	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2
10007599	2	2	2	2	2	2	2	1	2	2	1	2	2	1	2	4	2	2	2	1	2	2	2	2	1	2	1	2	3
10007600	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	0	1	2	2	2	2	2	2	1	2	2	2	1	2
10007602	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	1	2	1	2	1	1	2
10007604	2	2	1	1	1	2	2	2	2	2	2	2	2	2	1	3	2	2	2	2	2	1	2	2	2	2	2	1	2
10007609	2	1	2	1	3	2	2	2	2	1	2	2	1	2	3	2	2	1	1	2	2	0	2	1	3	1	2	2	2
10007613	2	2	1	2	2	2	2	2	2	2	1	1	2	2	1	2	2	1	1	2	2	2	2	2	2	2	1	1	2
10007615	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	1	2	2	2	1	2	2	2
10007619	2	1	1	2	2	0	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	3
10007623	2	2	2	2	1	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2
10007624	2	2	2	2	2	2	2	0	2	2	0	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	0	2	2
10007627	2	1	2	2	1	1	2	2	1	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	1	2	1	3
10007628	2	2	2	2	1	2	1	1	2	2	2	2	1	1	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2
10007629	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	1	2
10007630	3	1	1	2	1	2	2	2	2	2	1	0	2	2	3	2	2	1	1	2	3	2	1	2	2	2	2	2	2
10007632	2	2	1	1	1	2	2	2	2	2	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2
10007633	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	2	0	1	2	1	2	2	2	2	2	2	2
10007634	3	2	2	1	3	1	3	2	2	2	1	1	3	1	1	2	2	2	2	2	2	2	2	1	1	2	1	1	2
10007635	2	2	2	1	2	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2
10007637	2	2	2	2	2	0	1	1	2	2	1	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2
10007639	1	1	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	1	2	2	2	2	2	2	2	1	2	2
10007642	1	2	2	2	2	2	2	1	1	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	3
10007643	2	2	2	1	1	2	2	2	2	2	0	2	2	1	1	2	2	1	2	1	1	2	1	2	2	2	2	2	2
10007647	1	1	2	1	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	2	2	2	2	2	2
10007649	2	2	2	2	1	2	2	1	2	2	2	1	1	2	2	2	2	0	2	2	1	2	2	2	1	2	2	2	1
10007657	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1	1	1	0	2	2	2	2	2	2	2	1	1
10007665	2	2	1	2	2	2	1	2	2	2	2	1	1	2	2	2	2	2	1	2	1	2	1	2	2	2	2	2	2
10007673	2	2	2	2	1	2	2	1	2	2	0	2	2	2	2	2	2	1	2	2	2	1	2	0	1	2	2	1	2
10007676	1	1	2	2	2	1	3	1	2	2	2	2	2	1	1	2	2	2	2	2	1	2	1	3	2	2	1	2	4
10007677	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	0	2	2	2	2	2	2	1	2	1	2	2
10007681	2	2	2	2	2	2	2	1	2	2	1	2	1	2	2	2	1	2	2	2	2	2	2	1	2	2	1	1	2
10007686	2	2	2	2	2	2	2	1	2	2	1	1	2	1	2	2	2	2	1	1	2	2	1	2	2	2	1	2	3
10007687	1	1	1	1	1	1	1	1	1	1	1	2	1	3	3	3	2	1	1	2	2	2	2	2	2	2	2	3	1
10007688	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	1	1	2	1	1	2	2	1	2	2	2
10007689	2	2	2	2	2	1	1	2	2	2	1	2	2	2	1	2	2	2	1	2	2	2	2	1	2	2	2	1	2
10007690	2	3	1	2	2	2	1	2	2	2	2	2	1	1	1	2	2	2	2	2	1	2	2	2	1	2	1	2	2
10007696	2	2	2	2	2	2	2	2	1	2	1	2	2	1	2	2	3	2	2	2	2	2	1	1	1	1	1	2	4
10007697	1	1	2	1	2	1	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10007698	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	0	1	2	2	2	2	2	2	2	2	1	2
10007699	1	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	2	2	2	2	2
10007700	1	1	2	2	2	1	3	2	2	2	2	2	2	1	1	2	2	1	1	2	2	2	2	2	1	2	2	2	3
10007703	2	2	2	2	2	2	2	2	2	1	0	2	2	2	1	2	1	1	2	1	2	2	2	2	2	2	1	2	3
10007704	2	1	2	2	2	2	0	2	2	3	2	2	1	2	1	2	1	2	2	1	1	2	2	3	2	2	2	2	1
10007707	1	2	2	2	3	1	1	2	1	1	2	2	2	2	2	1	2	2	1	1	1	0	2	1	2	1	2	2	3
10007708	2	2	2	1	2	2	2	1	2	2	1	2	2	1	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2
10007709	2	2	0	2	2	2	2	2	2	2	1	0	2	2	1	2	2	2	2	0	2	1	2	2	2	2	2	2	2
10007711	2	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10007712	3	2	0	2	1	2	2	2	1	2	2	1	1	2	1	2	0	2	2	2	2	1	3	2	2	2	2	2	1
10007715	2	2	1	2	1	2	2	1	2	2	1	1	1	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2
10007716	2	2	1	2	1	2	2	2	2	2	2	2	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2
10007719	2	1	1	2	1	1	2	1	1	2	2	2	1	2	1	2	2	1	2	1	1	2	2	2	2	2	2	1	3
10007722	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	1	1	1	2	2	2	1	2	2	2	1	2	2
10007723	2	2	2	2	1	2	2	2	2	2	2	1	2	1	1	2	0	2	2	1	1	2	2	0	2	2	2	2	2
10007724	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	1	2	2	2	2	2
10007725	2	2	2	2	1	2	2	2	2	2	1	2	2	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2
10007735	2	2	1	1	2	0	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	1	2	2	1	3
10007736	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2
10007738	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	1	2	0	2	2	1	1	1	2	1	2	3
10007742	2	2	2	2	1	2	2	2	2	2	2	2	2	2	0	2	1	1	1	1	2	2	2	2	0	2	2	2	2
10007744	2	2	1	2	3	2	2	2	1	2	2	2	1	2	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1
10007745	1	2	2	2	2	2	2	2	2	1	1	2	1	1	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2
10007748	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	1	2	2	1	1	0	2	2	1	3
10007749	2	2	2	1	2	2	2	1	2	2	1	1	1	2	1	1	1	2	2	1	2	2	2	2	1	2	2	2	2
10007750	2	2	2	2	1	2	2	2	2	2	2	1	1	2	2	2	0	2	2	2	2	1	2	1	2	2	2	2	2
10007751	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	3	2	1	2	1	2	2	2	2	1	2	2	2	2
10007754	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	1	1	2	2	2	1	2	2	2	2	2	2
10007756	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	0	2	2	0	2	2	2	2	2	2
10007758	2	1	2	2	1	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	1	2	2	1	2	2
10007760	2	2	1	2	3	2	2	1	1	2	2	1	1	2	2	2	2	2	2	2	1	2	2	1	2	1	2	2	2
10007764	1	2	2	2	2	2	1	1	2	2	2	2	2	2	1	2	2	1	2	1	2	2	2	3	1	2	1	2	1
10007766	1	2	2	2	2	2	2	2	2	2	2	2	0	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2
10007770	2	2	2	2	2	2	2	1	2	2	1	2	2	1	2	2	1	1	1	1	2	2	2	1	2	2	2	2	2
10007771	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	2	1	0	2	2	2	1	1	2	2	2	2	1	3
10007776	1	1	1	2	3	2	2	1	2	2	2	3	2	1	1	1	2	1	1	1	2	2	2	2	2	2	2	2	2
10007779	2	2	2	2	1	2	2	1	2	2	2	2	1	2	0	1	1	2	2	2	2	2	2	2	2	2	2	2	2
10007781	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2
10007782	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	2	2	1	2	0	2	2	2	2	2
10007787	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	1	1	2	1	0	2	2	2
10007793	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	3	3	2	2	1	2	2	2	1	1	1	1	2	2
10007794	2	2	1	2	2	2	2	2	2	2	0	1	1	2	2	2	1	2	2	2	2	1	2	2	2	2	1	1	3
10007795	2	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	1	2	1	1	2	2	1	2	1	2	1	2	1
10007796	2	2	1	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2
10007799	2	3	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	2	2	1	1	1
10007801	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	1	1	1	2	2	1	2	1	2	1	2	2
